episode,step,reward,mean_100
376,42369,208.0,277.51
377,42673,304.0,277.44
378,42890,217.0,276.15
379,43094,204.0,275.62
380,43319,225.0,275.38
381,43605,286.0,275.5
382,43844,239.0,275.38
383,44117,273.0,275.81
384,44305,188.0,275.58
385,44583,278.0,275.71
386,44818,235.0,274.63
387,45047,229.0,274.41
388,45234,187.0,272.1
389,45448,214.0,271.69
390,45667,219.0,269.62
391,45876,209.0,269.47
392,46224,348.0,270.85
393,46443,219.0,271.13
394,46628,185.0,270.65
395,46816,188.0,268.86
396,47002,186.0,267.51
397,47272,270.0,267.69
398,47598,326.0,267.75
399,47861,263.0,267.63
400,48070,209.0,267.67
401,48292,222.0,267.45
402,48502,210.0,267.04
403,48770,268.0,265.24
404,48958,188.0,265.12
405,49189,231.0,264.77
406,49466,277.0,265.16
407,49689,223.0,263.33
408,49905,216.0,262.97
409,50172,267.0,260.64
410,50389,217.0,260.06
411,50681,292.0,260.58
412,50886,205.0,259.74
413,51098,212.0,259.42
414,51387,289.0,260.1
415,51658,271.0,260.49
416,52074,416.0,259.82
417,52259,185.0,259.04
418,52573,314.0,259.73
419,52797,224.0,259.61
420,53018,221.0,258.47
421,53353,335.0,257.69
422,53655,302.0,258.28
423,53848,193.0,257.18
424,54087,239.0,257.53
425,54298,211.0,256.77
426,54536,238.0,256.87
427,54805,269.0,256.84
428,55144,339.0,257.52
429,55429,285.0,257.76
430,55655,226.0,257.28
431,55886,231.0,256.54
432,56190,304.0,257.27
433,56414,224.0,256.48
434,56683,269.0,256.83
435,56883,200.0,256.24
436,57129,246.0,256.56
437,57366,237.0,255.7
438,57684,318.0,256.08
439,57903,219.0,255.93
440,58141,238.0,256.2
441,58366,225.0,256.25
442,58734,368.0,257.67
443,59053,319.0,257.45
444,59261,208.0,256.69
445,59463,202.0,256.47
446,59706,243.0,256.2
447,59965,259.0,256.3
448,60465,500.0,258.17
449,60853,388.0,259.47
450,61095,242.0,258.89
451,61329,234.0,258.61
452,61587,258.0,258.79
453,61872,285.0,259.18
454,62102,230.0,259.17
455,62382,280.0,259.74
456,62697,315.0,259.64
457,62898,201.0,257.88
458,63097,199.0,257.51
459,63356,259.0,257.7
460,63624,268.0,257.05
461,63886,262.0,257.55
462,64111,225.0,257.2
463,64384,273.0,254.93
464,64598,214.0,255.06
465,64800,202.0,254.37
466,65072,272.0,254.12
467,65296,224.0,253.45
468,65556,260.0,253.62
469,65804,248.0,252.33
470,66033,229.0,251.48
471,66273,240.0,251.59
472,66511,238.0,251.6
473,66809,298.0,251.28
474,67058,249.0,251.45
475,67281,223.0,251.2
476,67531,250.0,251.62
477,67889,358.0,252.16
478,68142,253.0,252.52
479,68392,250.0,252.98
480,68718,326.0,253.99
481,69042,324.0,254.37
482,69342,300.0,254.98
483,69577,235.0,254.6
484,69792,215.0,254.87
485,70005,213.0,254.22
486,70237,232.0,254.19
487,70544,307.0,254.97
488,71021,477.0,257.87
489,71201,180.0,257.53
490,71396,195.0,257.29
491,71653,257.0,257.77
492,71893,240.0,256.69
493,72092,199.0,256.49
494,72390,298.0,257.62
495,72678,288.0,258.62
496,72963,285.0,259.61
497,73186,223.0,259.14
498,73438,252.0,258.4
499,73714,276.0,258.53
500,73903,189.0,258.33
501,74182,279.0,258.9
502,74432,250.0,259.3
503,74826,394.0,260.56
504,75096,270.0,261.38
505,75403,307.0,262.14
506,75691,288.0,262.25
507,75910,219.0,262.21
508,76185,275.0,262.8
509,76395,210.0,262.23
510,76655,260.0,262.66
511,76894,239.0,262.13
512,77124,230.0,262.38
513,77342,218.0,262.44
514,77543,201.0,261.56
515,77766,223.0,261.08
516,78210,444.0,261.36
517,78425,215.0,261.66
518,78622,197.0,260.49
519,78834,212.0,260.37
520,79034,200.0,260.16
521,79278,244.0,259.25
522,79604,326.0,259.49
523,79823,219.0,259.75
524,80029,206.0,259.42
525,80231,202.0,259.33
526,80448,217.0,259.12
527,80820,372.0,260.15
528,81033,213.0,258.89
529,81293,260.0,258.64
530,81545,252.0,258.9
531,81771,226.0,258.85
532,82030,259.0,258.4
533,82220,190.0,258.06
534,82441,221.0,257.58
535,82637,196.0,257.54
536,82837,200.0,257.08
537,83034,197.0,256.68
538,83282,248.0,255.98
539,83482,200.0,255.79
540,83739,257.0,255.98
541,84019,280.0,256.53
542,84216,197.0,254.82
543,84455,239.0,254.02
544,84683,228.0,254.22
545,84899,216.0,254.36
546,85120,221.0,254.14
547,85310,190.0,253.45
548,85500,190.0,250.35
549,85717,217.0,248.64
550,85932,215.0,248.37
551,86176,244.0,248.47
552,86491,315.0,249.04
553,86774,283.0,249.02
554,87077,303.0,249.75
555,87317,240.0,249.35
556,87687,370.0,249.9
557,87926,239.0,250.28
558,88191,265.0,250.94
559,88449,258.0,250.93
560,88669,220.0,250.45
561,88978,309.0,250.92
562,89250,272.0,251.39
563,89468,218.0,250.84
564,89677,209.0,250.79
565,89927,250.0,251.27
566,90143,216.0,250.71
567,90345,202.0,250.49
568,90572,227.0,250.16
569,90806,234.0,250.02
570,91088,282.0,250.55
571,91368,280.0,250.95
572,91623,255.0,251.12
573,91935,312.0,251.26
574,92199,264.0,251.41
575,92450,251.0,251.69
576,92732,282.0,252.01
577,92975,243.0,250.86
578,93183,208.0,250.41
579,93385,202.0,249.93
580,93615,230.0,248.97
581,93806,191.0,247.64
582,94042,236.0,247.0
583,94259,217.0,246.82
584,94487,228.0,246.95
585,94722,235.0,247.17
586,94989,267.0,247.52
587,95186,197.0,246.42
588,95419,233.0,243.98
589,95623,204.0,244.22
590,95868,245.0,244.72
591,96079,211.0,244.26
592,96291,212.0,243.98
593,96537,246.0,244.45
594,96762,225.0,243.72
595,96973,211.0,242.95
596,97202,229.0,242.39
597,97489,287.0,243.03
598,97703,214.0,242.65
599,97940,237.0,242.26
600,98185,245.0,242.82
601,98475,290.0,242.93
602,98712,237.0,242.8
603,99034,322.0,242.08
604,99283,249.0,241.87
605,99493,210.0,240.9
606,99755,262.0,240.64
607,100069,314.0,241.59
608,100384,315.0,241.99
609,100809,425.0,244.14
610,101164,355.0,245.09
611,101385,221.0,244.91
612,101651,266.0,245.27
613,101882,231.0,245.4
614,102118,236.0,245.75
615,102349,231.0,245.83
616,102567,218.0,243.57
617,102839,272.0,244.14
618,103075,236.0,244.53
619,103372,297.0,245.38
620,103655,283.0,246.21
621,103892,237.0,246.14
622,104139,247.0,245.35
623,104564,425.0,247.41
624,104821,257.0,247.92
625,105081,260.0,248.5
626,105364,283.0,249.16
627,105654,290.0,248.34
628,105920,266.0,248.87
629,106251,331.0,249.58
630,106564,313.0,250.19
631,106767,203.0,249.96
632,107211,444.0,251.81
633,107455,244.0,252.35
634,107671,216.0,252.3
635,107896,225.0,252.59
636,108191,295.0,253.54
637,108421,230.0,253.87
638,108690,269.0,254.08
639,108919,229.0,254.37
640,109171,252.0,254.32
641,109423,252.0,254.04
642,109651,228.0,254.35
643,109883,232.0,254.28
644,110134,251.0,254.51
645,110525,391.0,256.26
646,110859,334.0,257.39
647,111271,412.0,259.61
648,111771,500.0,262.71
649,112120,349.0,264.03
650,112540,420.0,266.08
651,112890,350.0,267.14
652,113234,344.0,267.43
653,113691,457.0,269.17
654,114029,338.0,269.52
655,114458,429.0,271.41
656,114796,338.0,271.09
657,115224,428.0,272.98
658,115638,414.0,274.47
659,116055,417.0,276.06
660,116459,404.0,277.9
661,116958,499.0,279.8
662,117458,500.0,282.08
663,117879,421.0,284.11
664,118327,448.0,286.5
665,118827,500.0,289.0
666,119327,500.0,291.84
667,119827,500.0,294.82
668,120312,485.0,297.4
669,120800,488.0,299.94
670,121300,500.0,302.12
671,121743,443.0,303.75
672,122126,383.0,305.03
673,122418,292.0,304.83
674,122679,261.0,304.8
675,123028,349.0,305.78
676,123248,220.0,305.16
677,123505,257.0,305.3
678,123739,234.0,305.56
679,123982,243.0,305.97
680,124241,259.0,306.26
681,124488,247.0,306.82
682,124744,256.0,307.02
683,124981,237.0,307.22
684,125215,234.0,307.28
685,125517,302.0,307.95
686,125794,277.0,308.05
687,126093,299.0,309.07
688,126465,372.0,310.46
689,126792,327.0,311.69
690,127161,369.0,312.93
691,127531,370.0,314.52
692,127825,294.0,315.34
693,128151,326.0,316.14
694,128385,234.0,316.23
695,128638,253.0,316.65
696,128877,239.0,316.75
697,129131,254.0,316.42
698,129454,323.0,317.51
699,129748,294.0,318.08
700,129990,242.0,318.05
701,130236,246.0,317.61
702,130465,229.0,317.53
703,130778,313.0,317.44
704,131024,246.0,317.41
705,131310,286.0,318.17
706,131595,285.0,318.4
707,131883,288.0,318.14
708,132153,270.0,317.69
709,132492,339.0,316.83
710,132757,265.0,315.93
711,133020,263.0,316.35
712,133453,433.0,318.02
713,133865,412.0,319.83
714,134239,374.0,321.21
715,134657,418.0,323.08
716,135049,392.0,324.82
717,135395,346.0,325.56
718,135895,500.0,328.2
719,136395,500.0,330.23
720,136886,491.0,332.31
721,137386,500.0,334.94
722,137866,480.0,337.27
723,138267,401.0,337.03
724,138676,409.0,338.55
725,139007,331.0,339.26
726,139248,241.0,338.84
727,139498,250.0,338.44
728,139760,262.0,338.4
729,139988,228.0,337.37
730,140183,195.0,336.19
731,140356,173.0,335.89
732,140538,182.0,333.27
733,140713,175.0,332.58
734,140881,168.0,332.1
735,141061,180.0,331.65
736,141242,181.0,330.51
737,141426,184.0,330.05
738,141630,204.0,329.4
739,141827,197.0,329.08
740,142017,190.0,328.46
741,142254,237.0,328.31
742,142535,281.0,328.84
743,142809,274.0,329.26
744,143077,268.0,329.43
745,143384,307.0,328.59
746,143690,306.0,328.31
747,144033,343.0,327.62
748,144412,379.0,326.41
749,144877,465.0,327.57
750,145310,433.0,327.7
751,145772,462.0,328.82
752,146167,395.0,329.33
753,146667,500.0,329.76
754,147068,401.0,330.39
755,147492,424.0,330.34
756,147992,500.0,331.96
757,148492,500.0,332.68
758,148992,500.0,333.54
759,149492,500.0,334.37
760,149992,500.0,335.33
761,150492,500.0,335.34
762,150992,500.0,335.34
763,151492,500.0,336.13
764,151992,500.0,336.65
765,152492,500.0,336.65
766,152992,500.0,336.65
767,153463,471.0,336.36
768,153958,495.0,336.46
769,154458,500.0,336.58
770,154958,500.0,336.58
771,155458,500.0,337.15
772,155796,338.0,336.7
773,156192,396.0,337.74
774,156692,500.0,340.13
775,157192,500.0,341.64
776,157619,427.0,343.71
777,157905,286.0,344.0
778,158262,357.0,345.23
779,158506,244.0,345.24
780,158776,270.0,345.35
781,159044,268.0,345.56
782,159544,500.0,348.0
783,160044,500.0,350.63
784,160544,500.0,353.29
785,161044,500.0,355.27
786,161544,500.0,357.5
787,162044,500.0,359.51
788,162544,500.0,360.79
789,163044,500.0,362.52
790,163451,407.0,362.9
791,163754,303.0,362.23
792,164095,341.0,362.7
793,164415,320.0,362.64
794,164868,453.0,364.83
795,165368,500.0,367.3
796,165868,500.0,369.91
797,166248,380.0,371.17
798,166748,500.0,372.94
799,167248,500.0,375.0
800,167748,500.0,377.58
801,167871,123.0,376.35
802,168371,500.0,379.06
803,168865,494.0,380.87
804,169337,472.0,383.13
805,169656,319.0,383.46
806,169984,328.0,383.89
807,170416,432.0,385.33
808,170845,429.0,386.92
809,171242,397.0,387.5
810,171742,500.0,389.85
811,172242,500.0,392.22
812,172712,470.0,392.59
813,173165,453.0,393.0
814,173464,299.0,392.25
815,173738,274.0,390.81
816,174130,392.0,390.81
817,174630,500.0,392.35
818,174980,350.0,390.85
819,175347,367.0,389.52
820,175676,329.0,387.9
821,176028,352.0,386.42
822,176267,239.0,384.01
823,176541,274.0,382.74
824,176841,300.0,381.65
825,177132,291.0,381.25
826,177360,228.0,381.12
827,177560,200.0,380.62
828,177797,237.0,380.37
829,178060,263.0,380.72
830,178374,314.0,381.91
831,178676,302.0,383.2
832,179160,484.0,386.22
833,179407,247.0,386.94
834,179658,251.0,387.77
835,179875,217.0,388.14
836,180135,260.0,388.93
837,180469,334.0,390.43
838,180796,327.0,391.66
839,181040,244.0,392.13
840,181260,220.0,392.43
841,181546,286.0,392.92
842,181813,267.0,392.78
843,182050,237.0,392.41
844,182272,222.0,391.95
845,182620,348.0,392.36
846,182896,276.0,392.06
847,183142,246.0,391.09
848,183369,227.0,389.57
849,183598,229.0,387.21
850,183803,205.0,384.93
851,184018,215.0,382.46
852,184244,226.0,380.77
853,184476,232.0,378.09
854,184731,255.0,376.63
855,184971,240.0,374.79
856,185233,262.0,372.41
857,185694,461.0,372.02
858,185945,251.0,369.53
859,186338,393.0,368.46
860,186667,329.0,366.75
861,186963,296.0,364.71
862,187234,271.0,362.42
863,187464,230.0,359.72
864,187696,232.0,357.04
865,187922,226.0,354.3
866,188181,259.0,351.89
867,188513,332.0,350.5
868,188860,347.0,349.02
869,189172,312.0,347.14
870,189471,299.0,345.13
871,189690,219.0,342.32
872,189957,267.0,341.61
873,190215,258.0,340.23
874,190439,224.0,337.47
875,190733,294.0,335.41
876,191020,287.0,334.01
877,191342,322.0,334.37
878,191653,311.0,333.91
879,191910,257.0,334.04
880,192376,466.0,336.0
881,192814,438.0,337.7
882,193314,500.0,337.7
883,193555,241.0,335.11
884,193846,291.0,333.02
885,194147,301.0,331.03
886,194376,229.0,328.32
887,194876,500.0,328.32
888,195178,302.0,326.34
889,195410,232.0,323.66
890,195698,288.0,322.47
891,195956,258.0,322.02
892,196198,242.0,321.03
893,196514,316.0,320.99
894,196733,219.0,318.65
895,197120,387.0,317.52
896,197452,332.0,315.84
897,197934,482.0,316.86
898,198296,362.0,315.48
899,198500,204.0,312.52
900,198671,171.0,309.23
901,198854,183.0,309.83
902,199037,183.0,306.66
903,199262,225.0,303.97
904,199535,273.0,301.98
905,199833,298.0,301.77
906,200162,329.0,301.78
907,200524,362.0,301.08
908,200991,467.0,301.46
909,201491,500.0,302.49
910,201818,327.0,300.76
911,202147,329.0,299.05
912,202647,500.0,299.35
913,202989,342.0,298.24
914,203225,236.0,297.61
915,203425,200.0,296.87
916,203603,178.0,294.73
917,203817,214.0,291.87
918,204010,193.0,290.3
919,204246,236.0,288.99
920,204465,219.0,287.89
921,204690,225.0,286.62
922,204915,225.0,286.48
923,205311,396.0,287.7
924,205664,353.0,288.23
925,205963,299.0,288.31
926,206290,327.0,289.3
927,206664,374.0,291.04
928,207143,479.0,293.46
929,207643,500.0,295.83
930,208143,500.0,297.69
931,208548,405.0,298.72
932,208886,338.0,297.26
933,209257,371.0,298.5
934,209757,500.0,300.99
935,210257,500.0,303.82
936,210610,353.0,304.75
937,211048,438.0,305.79
938,211548,500.0,307.52
939,212048,500.0,310.08
940,212437,389.0,311.77
941,212930,493.0,313.84
942,213430,500.0,316.17
943,213730,300.0,316.8
944,214198,468.0,319.26
945,214640,442.0,320.2
946,214957,317.0,320.61
947,215304,347.0,321.62
948,215582,278.0,322.13
949,215865,283.0,322.67
950,216161,296.0,323.58
951,216661,500.0,326.43
952,217161,500.0,329.17
953,217591,430.0,331.15
954,217965,374.0,332.34
955,218227,262.0,332.56
956,218428,201.0,331.95
957,218639,211.0,329.45
958,218855,216.0,329.1
959,219067,212.0,327.29
960,219369,302.0,327.02
961,219741,372.0,327.78
962,220087,346.0,328.53
963,220587,500.0,331.23
964,221087,500.0,333.91
965,221587,500.0,336.65
966,222087,500.0,339.06
967,222587,500.0,340.74
968,223087,500.0,342.27
969,223587,500.0,344.15
970,224087,500.0,346.16
971,224584,497.0,348.94
972,225084,500.0,351.27
973,225511,427.0,352.96
974,225889,378.0,354.5
975,226389,500.0,356.56
976,226889,500.0,358.69
977,227252,363.0,359.1
978,227601,349.0,359.48
979,228021,420.0,361.11
980,228521,500.0,361.45
981,229021,500.0,362.07
982,229521,500.0,362.07
983,230021,500.0,364.66
984,230521,500.0,366.75
985,231011,490.0,368.64
986,231511,500.0,371.35
987,232011,500.0,371.35
988,232300,289.0,371.22
989,232661,361.0,372.51
990,233128,467.0,374.3
991,233378,250.0,374.22
992,233649,271.0,374.51
993,233977,328.0,374.63
994,234322,345.0,375.89
995,234581,259.0,374.61
996,234986,405.0,375.34
997,235486,500.0,375.52
998,235986,500.0,376.9
999,236486,500.0,379.86
1000,236918,432.0,382.47
1001,237247,329.0,383.93
1002,237475,228.0,384.38
1003,237806,331.0,385.44
1004,238174,368.0,386.39
1005,238674,500.0,388.41
1006,238998,324.0,388.36
1007,239289,291.0,387.65
1008,239566,277.0,385.75
1009,239923,357.0,384.32
1010,240302,379.0,384.84
1011,240749,447.0,386.02
1012,241249,500.0,386.02
1013,241568,319.0,385.79
1014,241837,269.0,386.12
1015,242117,280.0,386.92
1016,242508,391.0,389.05
1017,242952,444.0,391.35
1018,243452,500.0,394.42
1019,243952,500.0,397.06
1020,244452,500.0,399.87
1021,244952,500.0,402.62
1022,245452,500.0,405.37
1023,245952,500.0,406.41
1024,246452,500.0,407.88
1025,246952,500.0,409.89
1026,247452,500.0,411.62
1027,247952,500.0,412.88
1028,248452,500.0,413.09
1029,248952,500.0,413.09
1030,249452,500.0,413.09
1031,249952,500.0,414.04
1032,250452,500.0,415.66
1033,250952,500.0,416.95
1034,251452,500.0,416.95
1035,251952,500.0,416.95
1036,252452,500.0,418.42
1037,252952,500.0,419.04
1038,253273,321.0,417.25
1039,253773,500.0,417.25
1040,254148,375.0,417.11
1041,254648,500.0,417.18
1042,255148,500.0,417.18
1043,255648,500.0,419.18
1044,256148,500.0,419.5
1045,256648,500.0,420.08
1046,257148,500.0,421.91
1047,257386,238.0,420.82
1048,257676,290.0,420.94
1049,258025,349.0,421.6
1050,258313,288.0,421.52
1051,258735,422.0,420.74
1052,259053,318.0,418.92
1053,259241,188.0,416.5
1054,259416,175.0,414.51
1055,259610,194.0,413.83
1056,259792,182.0,413.64
1057,259969,177.0,413.3
1058,260164,195.0,413.09
1059,260373,209.0,413.06
1060,260579,206.0,412.1
1061,260774,195.0,410.33
1062,260960,186.0,408.73
1063,261132,172.0,405.45
1064,261309,177.0,402.22
1065,261481,172.0,398.94
1066,261534,53.0,394.47
1067,261720,186.0,391.33
1068,261902,182.0,388.15
1069,262103,201.0,385.16
1070,262319,216.0,382.32
1071,262530,211.0,379.46
1072,262779,249.0,376.95
