episode,step,reward,mean_100
105,1863,10.0,17.56
106,1878,15.0,17.55
107,1892,14.0,17.47
108,1913,21.0,17.44
109,1933,20.0,17.53
110,1947,14.0,17.57
111,1961,14.0,17.5
112,1978,17.0,17.51
113,1990,12.0,17.52
114,2000,10.0,17.41
115,2016,16.0,17.26
116,2029,13.0,17.23
117,2045,16.0,16.92
118,2077,32.0,17.1
119,2095,18.0,17.1
120,2108,13.0,17.03
121,2119,11.0,17.04
122,2130,11.0,16.78
123,2141,11.0,16.8
124,2150,9.0,16.55
125,2161,11.0,16.41
126,2172,11.0,16.36
127,2196,24.0,16.43
128,2229,33.0,16.54
129,2242,13.0,16.5
130,2259,17.0,16.56
131,2271,12.0,16.56
132,2294,23.0,16.64
133,2306,12.0,16.57
134,2325,19.0,16.66
135,2347,22.0,16.76
136,2366,19.0,16.83
137,2376,10.0,16.62
138,2431,55.0,17.0
139,2454,23.0,17.04
140,2474,20.0,17.07
141,2497,23.0,17.13
142,2556,59.0,17.61
143,2571,15.0,17.42
144,2583,12.0,17.36
145,2602,19.0,17.43
146,2618,16.0,17.44
147,2640,22.0,17.33
148,2653,13.0,17.07
149,2681,28.0,17.16
150,2697,16.0,17.11
151,2719,22.0,17.19
152,2735,16.0,17.22
153,2755,20.0,17.13
154,2766,11.0,17.07
155,2794,28.0,17.24
156,2809,15.0,17.27
157,2821,12.0,17.27
158,2837,16.0,17.25
159,2864,27.0,17.26
160,2876,12.0,17.22
161,2889,13.0,17.21
162,2904,15.0,17.23
163,2920,16.0,17.21
164,2931,11.0,17.14
165,2948,17.0,17.16
166,2958,10.0,17.11
167,2968,10.0,17.11
168,2982,14.0,17.07
169,2996,14.0,16.85
170,3014,18.0,16.9
171,3025,11.0,16.92
172,3072,47.0,17.23
173,3088,16.0,17.22
174,3156,68.0,17.6
175,3178,22.0,17.69
176,3196,18.0,17.73
177,3211,15.0,17.75
178,3233,22.0,17.78
179,3311,78.0,18.46
180,3323,12.0,18.48
181,3335,12.0,18.47
182,3352,17.0,18.46
183,3373,21.0,18.5
184,3425,52.0,18.77
185,3438,13.0,18.7
186,3451,13.0,18.71
187,3463,12.0,18.64
188,3474,11.0,18.62
189,3489,15.0,18.61
190,3501,12.0,18.57
191,3550,49.0,18.93
192,3563,13.0,18.91
193,3611,48.0,19.19
194,3624,13.0,19.21
195,3642,18.0,19.27
196,3680,38.0,19.54
197,3696,16.0,19.52
198,3747,51.0,19.89
199,3831,84.0,20.6
200,3971,140.0,21.71
201,3981,10.0,21.69
202,3995,14.0,21.73
203,4012,17.0,21.72
204,4022,10.0,21.69
205,4031,9.0,21.68
206,4099,68.0,22.21
207,4109,10.0,22.17
208,4246,137.0,23.33
209,4294,48.0,23.61
210,4316,22.0,23.69
211,4518,202.0,25.57
212,4683,165.0,27.05
213,4819,136.0,28.29
214,5113,294.0,31.13
215,5225,112.0,32.09
216,5403,178.0,33.74
217,5599,196.0,35.54
218,5785,186.0,37.08
219,5885,100.0,37.9
220,6053,168.0,39.45
221,6235,182.0,41.16
222,6449,214.0,43.19
223,6672,223.0,45.31
224,6910,238.0,47.6
225,7079,169.0,49.18
226,7304,225.0,51.32
227,7657,353.0,54.61
228,7902,245.0,56.73
229,8156,254.0,59.14
230,8382,226.0,61.23
231,8603,221.0,63.32
232,8806,203.0,65.12
233,9007,201.0,67.01
234,9218,211.0,68.93
235,9430,212.0,70.83
236,9641,211.0,72.75
237,9858,217.0,74.82
238,10061,203.0,76.3
239,10256,195.0,78.02
240,10582,326.0,81.08
241,10888,306.0,83.91
242,11174,286.0,86.18
243,11397,223.0,88.26
244,11615,218.0,90.32
245,11816,201.0,92.14
246,12023,207.0,94.05
247,12283,260.0,96.43
248,12506,223.0,98.53
249,12718,212.0,100.37
250,12941,223.0,102.44
251,13256,315.0,105.37
252,13505,249.0,107.7
253,13706,201.0,109.51
254,13954,248.0,111.88
255,14174,220.0,113.8
256,14521,347.0,117.12
257,14918,397.0,120.97
258,15219,301.0,123.82
259,15456,237.0,125.92
260,15700,244.0,128.24
261,15908,208.0,130.19
262,16179,271.0,132.75
263,16396,217.0,134.76
264,16774,378.0,138.43
265,17033,259.0,140.85
266,17274,241.0,143.16
267,17538,264.0,145.7
268,17917,379.0,149.35
269,18221,304.0,152.25
270,18454,233.0,154.4
271,18807,353.0,157.82
272,19098,291.0,160.26
273,19428,330.0,163.4
274,19689,261.0,165.33
275,19961,272.0,167.83
276,20185,224.0,169.89
277,20427,242.0,172.16
278,20702,275.0,174.69
279,20950,248.0,176.39
280,21162,212.0,178.39
281,21456,294.0,181.21
282,21671,215.0,183.19
283,21933,262.0,185.6
284,22223,290.0,187.98
285,22538,315.0,191.0
286,22842,304.0,193.91
287,23094,252.0,196.31
288,23393,299.0,199.19
289,23739,346.0,202.5
290,24003,264.0,205.02
291,24213,210.0,206.63
292,24440,227.0,208.77
293,24677,237.0,210.66
294,24879,202.0,212.55
295,25116,237.0,214.74
296,25476,360.0,217.96
297,25851,375.0,221.55
298,26101,250.0,223.54
299,26344,243.0,225.13
300,26542,198.0,225.71
301,26785,243.0,228.04
302,27034,249.0,230.39
303,27251,217.0,232.39
304,27487,236.0,234.65
305,27689,202.0,236.58
306,27946,257.0,238.47
307,28156,210.0,240.47
308,28440,284.0,241.94
309,28692,252.0,243.98
310,28969,277.0,246.53
311,29296,327.0,247.78
312,29504,208.0,248.21
313,29739,235.0,249.2
314,30023,284.0,249.1
315,30220,197.0,249.95
316,30459,239.0,250.56
317,30645,186.0,250.46
318,30815,170.0,250.3
319,31005,190.0,251.2
320,31248,243.0,251.95
321,31430,182.0,251.95
322,31701,271.0,252.52
323,31987,286.0,253.15
324,32296,309.0,253.86
325,32577,281.0,254.98
326,32817,240.0,255.13
327,33004,187.0,253.47
328,33284,280.0,253.82
329,33515,231.0,253.59
330,33725,210.0,253.43
331,33997,272.0,253.94
332,34186,189.0,253.8
333,34460,274.0,254.53
334,34780,320.0,255.62
335,35047,267.0,256.17
336,35234,187.0,255.93
337,35530,296.0,256.72
338,35741,211.0,256.8
339,35950,209.0,256.94
340,36205,255.0,256.23
341,36391,186.0,255.03
342,36714,323.0,255.4
343,37027,313.0,256.3
344,37245,218.0,256.3
345,37439,194.0,256.23
346,37639,200.0,256.16
347,37860,221.0,255.77
348,38067,207.0,255.61
349,38303,236.0,255.85
350,38575,272.0,256.34
351,38799,224.0,255.43
352,39067,268.0,255.62
353,39314,247.0,256.08
354,39524,210.0,255.7
355,39927,403.0,257.53
356,40422,495.0,259.01
357,40671,249.0,257.53
358,40880,209.0,256.61
359,41241,361.0,257.85
360,41472,231.0,257.72
361,41694,222.0,257.86
362,41888,194.0,257.09
363,42166,278.0,257.7
364,42375,209.0,256.01
365,42613,238.0,255.8
366,42859,246.0,255.85
367,43085,226.0,255.47
368,43411,326.0,254.94
369,43691,280.0,254.7
370,43931,240.0,254.77
371,44268,337.0,254.61
372,44541,273.0,254.43
373,44734,193.0,253.06
374,45095,361.0,254.06
375,45386,291.0,254.25
376,45566,180.0,253.81
377,45733,167.0,253.06
378,45929,196.0,252.27
379,46141,212.0,251.91
380,46321,180.0,251.59
381,46557,236.0,251.01
382,46787,230.0,251.16
383,46989,202.0,250.56
384,47250,261.0,250.27
385,47466,216.0,249.28
386,47722,256.0,248.8
387,47911,189.0,248.17
388,48098,187.0,247.05
389,48346,248.0,246.07
390,48634,288.0,246.31
391,48895,261.0,246.82
392,49082,187.0,246.42
393,49307,225.0,246.3
394,49583,276.0,247.04
395,49797,214.0,246.81
396,50070,273.0,245.94
397,50314,244.0,244.63
398,50597,283.0,244.96
399,50780,183.0,244.36
400,50981,201.0,244.39
401,51192,211.0,244.07
402,51370,178.0,243.36
403,51691,321.0,244.4
404,51882,191.0,243.95
405,52053,171.0,243.64
406,52317,264.0,243.71
407,52545,228.0,243.89
408,52827,282.0,243.87
409,53015,188.0,243.23
410,53419,404.0,244.5
411,53701,282.0,244.05
412,53946,245.0,244.42
413,54173,227.0,244.34
414,54406,233.0,243.83
415,54727,321.0,245.07
416,55050,323.0,245.91
417,55332,282.0,246.87
418,55614,282.0,247.99
419,55814,200.0,248.09
420,56075,261.0,248.27
421,56355,280.0,249.25
422,56548,193.0,248.47
423,56808,260.0,248.21
424,57035,227.0,247.39
425,57242,207.0,246.65
426,57494,252.0,246.77
427,57735,241.0,247.31
428,57927,192.0,246.43
429,58138,211.0,246.23
430,58373,235.0,246.48
431,58589,216.0,245.92
432,58828,239.0,246.42
433,59074,246.0,246.14
434,59347,273.0,245.67
435,59582,235.0,245.35
436,59890,308.0,246.56
437,60113,223.0,245.83
438,60324,211.0,245.83
439,60636,312.0,246.86
440,60864,228.0,246.59
441,61080,216.0,246.89
442,61283,203.0,245.69
443,61585,302.0,245.58
444,61790,205.0,245.45
445,62067,277.0,246.28
446,62276,209.0,246.37
447,62489,213.0,246.29
448,62731,242.0,246.64
449,62976,245.0,246.73
450,63256,280.0,246.81
451,63500,244.0,247.01
452,63965,465.0,248.98
453,64173,208.0,248.59
454,64465,292.0,249.41
455,64700,235.0,247.73
456,64925,225.0,245.03
457,65141,216.0,244.7
458,65379,238.0,244.99
459,65668,289.0,244.27
460,65845,177.0,243.73
461,66096,251.0,244.02
462,66351,255.0,244.63
463,66584,233.0,244.18
464,66874,290.0,244.99
465,67245,371.0,246.32
466,67484,239.0,246.25
467,67705,221.0,246.2
468,67894,189.0,244.83
469,68117,223.0,244.26
470,68363,246.0,244.32
471,68662,299.0,243.94
472,68932,270.0,243.91
473,69157,225.0,244.23
474,69449,292.0,243.54
475,69776,327.0,243.9
476,70054,278.0,244.88
477,70329,275.0,245.96
478,70754,425.0,248.25
479,70998,244.0,248.57
480,71205,207.0,248.84
481,71418,213.0,248.61
482,71899,481.0,251.12
483,72167,268.0,251.78
484,72409,242.0,251.59
485,72617,208.0,251.51
486,72939,322.0,252.17
487,73224,285.0,253.13
488,73478,254.0,253.8
489,73708,230.0,253.62
490,73929,221.0,252.95
491,74210,281.0,253.15
492,74567,357.0,254.85
493,74831,264.0,255.24
494,75134,303.0,255.51
495,75435,301.0,256.38
496,75665,230.0,255.95
497,76031,366.0,257.17
498,76298,267.0,257.01
499,76583,285.0,258.03
500,76783,200.0,258.02
501,77048,265.0,258.56
502,77433,385.0,260.63
503,77646,213.0,259.55
504,77892,246.0,260.1
505,78392,500.0,263.39
506,78729,337.0,264.12
507,79011,282.0,264.66
508,79511,500.0,266.84
509,79717,206.0,267.02
510,79997,280.0,265.78
511,80197,200.0,264.96
512,80423,226.0,264.77
513,80634,211.0,264.61
514,80922,288.0,265.16
515,81123,201.0,263.96
516,81541,418.0,264.91
517,81896,355.0,265.64
518,82281,385.0,266.67
519,82557,276.0,267.43
520,82828,271.0,267.53
521,83049,221.0,266.94
522,83288,239.0,267.4
523,83493,205.0,266.85
524,83763,270.0,267.28
525,84043,280.0,268.01
526,84302,259.0,268.08
527,84624,322.0,268.89
528,84844,220.0,269.17
529,85152,308.0,270.14
530,85472,320.0,270.99
531,85664,192.0,270.75
532,85948,284.0,271.2
533,86198,250.0,271.24
534,86405,207.0,270.58
535,86652,247.0,270.7
536,86888,236.0,269.98
537,87086,198.0,269.73
538,87379,293.0,270.55
539,87598,219.0,269.62
540,87778,180.0,269.14
541,88120,342.0,270.4
542,88293,173.0,270.1
543,88462,169.0,268.77
544,88617,155.0,268.27
545,88790,173.0,267.23
546,88934,144.0,266.58
547,89120,186.0,266.31
548,89391,271.0,266.6
549,89611,220.0,266.35
550,89840,229.0,265.84
551,90029,189.0,265.29
552,90386,357.0,264.21
553,90609,223.0,264.36
554,90851,242.0,263.86
555,91049,198.0,263.49
556,91359,310.0,264.34
557,91614,255.0,264.73
558,91830,216.0,264.51
559,92136,306.0,264.68
560,92409,273.0,265.64
561,92602,193.0,265.06
562,92799,197.0,264.48
563,93004,205.0,264.2
564,93196,192.0,263.22
565,93388,192.0,261.43
566,93574,186.0,260.9
567,93739,165.0,260.34
568,93913,174.0,260.19
569,94100,187.0,259.83
570,94271,171.0,259.08
571,94447,176.0,257.85
572,94626,179.0,256.94
573,94801,175.0,256.44
574,94989,188.0,255.4
575,95154,165.0,253.78
576,95323,169.0,252.69
577,95533,210.0,252.04
578,95745,212.0,249.91
579,95949,204.0,249.51
580,96106,157.0,249.01
581,96274,168.0,248.56
582,96437,163.0,245.38
583,96637,200.0,244.7
584,96829,192.0,244.2
585,97006,177.0,243.89
586,97170,164.0,242.31
587,97365,195.0,241.41
588,97545,180.0,240.67
589,97781,236.0,240.73
590,98005,224.0,240.76
591,98198,193.0,239.88
592,98450,252.0,238.83
593,98653,203.0,238.22
594,98855,202.0,237.21
595,99055,200.0,236.2
596,99293,238.0,236.28
597,99573,280.0,235.42
598,99810,237.0,235.12
599,99999,189.0,234.16
600,100217,218.0,234.34
601,100416,199.0,233.68
602,100629,213.0,231.96
603,100889,260.0,232.43
604,101091,202.0,231.99
605,101307,216.0,229.15
606,101547,240.0,228.18
607,101768,221.0,227.57
608,102001,233.0,224.9
609,102231,230.0,225.14
610,102463,232.0,224.66
611,102665,202.0,224.68
612,102883,218.0,224.6
613,103089,206.0,224.55
614,103295,206.0,223.73
615,103487,192.0,223.64
616,103697,210.0,221.56
617,103897,200.0,220.01
618,104103,206.0,218.22
619,104480,377.0,219.23
620,104735,255.0,219.07
621,105000,265.0,219.51
622,105265,265.0,219.77
623,105509,244.0,220.16
624,105803,294.0,220.4
625,106191,388.0,221.48
626,106385,194.0,220.83
627,106678,293.0,220.54
628,106921,243.0,220.77
629,107172,251.0,220.2
630,107411,239.0,219.39
631,107636,225.0,219.72
632,107874,238.0,219.26
633,108230,356.0,220.32
634,108493,263.0,220.88
635,108838,345.0,221.86
636,109129,291.0,222.41
637,109379,250.0,222.93
638,109687,308.0,223.08
639,109905,218.0,223.07
640,110121,216.0,223.43
641,110402,281.0,222.82
642,110746,344.0,224.53
643,111029,283.0,225.67
644,111312,283.0,226.95
645,111549,237.0,227.59
646,111959,410.0,230.25
647,112197,238.0,230.77
648,112508,311.0,231.17
649,112729,221.0,231.18
650,112967,238.0,231.27
651,113296,329.0,232.67
652,113488,192.0,231.02
653,113725,237.0,231.16
654,113989,264.0,231.38
655,114165,176.0,231.16
656,114445,280.0,230.86
657,114661,216.0,230.47
658,114841,180.0,230.11
659,115040,199.0,229.04
660,115240,200.0,228.31
661,115431,191.0,228.29
662,115630,199.0,228.31
663,115858,228.0,228.54
664,116040,182.0,228.44
665,116247,207.0,228.59
666,116462,215.0,228.88
667,116685,223.0,229.46
668,116905,220.0,229.92
669,117161,256.0,230.61
670,117426,265.0,231.55
671,117709,283.0,232.62
672,117954,245.0,233.28
673,118236,282.0,234.35
674,118490,254.0,235.01
675,118721,231.0,235.67
676,118955,234.0,236.32
677,119178,223.0,236.45
678,119393,215.0,236.48
679,119673,280.0,237.24
680,119970,297.0,238.64
681,120237,267.0,239.63
682,120541,304.0,241.04
683,120791,250.0,241.54
684,120973,182.0,241.44
685,121176,203.0,241.7
686,121405,229.0,242.35
687,121779,374.0,244.14
688,121978,199.0,244.33
689,122218,240.0,244.37
690,122435,217.0,244.3
691,122712,277.0,245.14
692,122996,284.0,245.46
693,123187,191.0,245.34
694,123421,234.0,245.66
695,123715,294.0,246.6
696,123957,242.0,246.64
697,124277,320.0,247.04
698,124518,241.0,247.08
699,124880,362.0,248.81
700,125107,227.0,248.9
701,125456,349.0,250.4
702,125705,249.0,250.76
703,125978,273.0,250.89
704,126251,273.0,251.6
705,126549,298.0,252.42
706,126767,218.0,252.2
707,127165,398.0,253.97
708,127396,231.0,253.95
709,127660,264.0,254.29
710,127901,241.0,254.38
711,128134,233.0,254.69
712,128336,202.0,254.53
713,128602,266.0,255.13
714,128808,206.0,255.13
715,129030,222.0,255.43
716,129230,200.0,255.33
717,129535,305.0,256.38
718,129754,219.0,256.51
719,129969,215.0,254.89
720,130200,231.0,254.65
721,130485,285.0,254.85
722,130756,271.0,254.91
723,131022,266.0,255.13
724,131330,308.0,255.27
725,131596,266.0,254.05
726,131868,272.0,254.83
727,132167,299.0,254.89
728,132512,345.0,255.91
729,132787,275.0,256.15
730,133043,256.0,256.32
731,133287,244.0,256.51
732,133555,268.0,256.81
733,133789,234.0,255.59
734,134209,420.0,257.16
735,134678,469.0,258.4
736,135048,370.0,259.19
737,135417,369.0,260.38
738,135803,386.0,261.16
739,136018,215.0,261.13
740,136282,264.0,261.61
741,136598,316.0,261.96
742,136824,226.0,260.78
743,137045,221.0,260.16
744,137256,211.0,259.44
745,137508,252.0,259.59
746,137769,261.0,258.1
747,137990,221.0,257.93
748,138423,433.0,259.15
749,138738,315.0,260.09
750,138996,258.0,260.29
751,139296,300.0,260.0
752,139713,417.0,262.25
753,140038,325.0,263.13
754,140353,315.0,263.64
755,140693,340.0,265.28
756,140993,300.0,265.48
757,141264,271.0,266.03
758,141623,359.0,267.82
759,142061,438.0,270.21
760,142561,500.0,273.21
761,143061,500.0,276.3
762,143313,252.0,276.83
763,143616,303.0,277.58
764,144116,500.0,280.76
765,144388,272.0,281.41
766,144657,269.0,281.95
767,144930,273.0,282.45
768,145261,331.0,283.56
769,145702,441.0,285.41
770,146199,497.0,287.73
771,146522,323.0,288.13
772,146864,342.0,289.1
773,147211,347.0,289.75
774,147711,500.0,292.21
775,148208,497.0,294.87
776,148527,319.0,295.72
777,148878,351.0,297.0
778,149170,292.0,297.77
779,149427,257.0,297.54
780,149700,273.0,297.3
781,149983,283.0,297.46
782,150287,304.0,297.46
783,150724,437.0,299.33
784,151172,448.0,301.99
785,151389,217.0,302.13
786,151634,245.0,302.29
787,151940,306.0,301.61
788,152173,233.0,301.95
789,152567,394.0,303.49
790,153020,453.0,305.85
791,153432,412.0,307.2
792,153775,343.0,307.79
793,154080,305.0,308.93
794,154353,273.0,309.32
795,154637,284.0,309.22
796,154897,260.0,309.4
797,155171,274.0,308.94
798,155554,383.0,310.36
799,155820,266.0,309.4
800,156110,290.0,310.03
801,156276,166.0,308.2
802,156437,161.0,307.32
803,156595,158.0,306.17
804,156757,162.0,305.06
805,156940,183.0,303.91
806,157148,208.0,303.81
807,157381,233.0,302.16
808,157611,230.0,302.15
809,157869,258.0,302.09
810,158112,243.0,302.11
811,158440,328.0,303.06
812,158798,358.0,304.62
813,159295,497.0,306.93
814,159795,500.0,309.87
815,160154,359.0,311.24
816,160654,500.0,314.24
817,161002,348.0,314.67
818,161288,286.0,315.34
819,161652,364.0,316.83
820,161956,304.0,317.56
821,162270,314.0,317.85
822,162553,283.0,317.97
823,162874,321.0,318.52
824,163223,349.0,318.93
825,163693,470.0,320.97
826,164193,500.0,323.25
827,164693,500.0,325.26
828,165193,500.0,326.81
829,165693,500.0,329.06
830,166193,500.0,331.5
831,166431,238.0,331.44
832,166656,225.0,331.01
833,166805,149.0,330.16
834,166938,133.0,327.29
835,167134,196.0,324.56
836,167324,190.0,322.76
837,167529,205.0,321.12
838,167688,159.0,318.85
839,167884,196.0,318.66
840,168144,260.0,318.62
841,168539,395.0,319.41
842,168799,260.0,319.75
843,169122,323.0,320.77
844,169561,439.0,323.05
845,170061,500.0,325.53
846,170561,500.0,327.92
847,171061,500.0,330.71
848,171561,500.0,331.38
849,172061,500.0,333.23
850,172548,487.0,335.52
851,173047,499.0,337.51
852,173547,500.0,338.34
853,174047,500.0,340.09
854,174411,364.0,340.58
855,174840,429.0,341.47
856,175267,427.0,342.74
857,175767,500.0,345.03
858,176126,359.0,345.03
859,176555,429.0,344.94
860,176970,415.0,344.09
861,177420,450.0,343.59
862,177920,500.0,346.07
863,178252,332.0,346.36
864,178526,274.0,344.1
865,178782,256.0,343.94
866,179085,303.0,344.28
867,179395,310.0,344.65
868,179711,316.0,344.5
869,180062,351.0,343.6
870,180562,500.0,343.63
871,180955,393.0,344.33
872,181310,355.0,344.46
873,181668,358.0,344.57
874,182168,500.0,344.57
875,182668,500.0,344.6
876,183168,500.0,346.41
877,183668,500.0,347.9
878,184168,500.0,349.98
879,184487,319.0,350.6
880,184885,398.0,351.85
881,185358,473.0,353.75
882,185736,378.0,354.49
883,186236,500.0,355.12
884,186648,412.0,354.76
885,187029,381.0,356.4
886,187529,500.0,358.95
887,188029,500.0,360.89
888,188462,433.0,362.89
889,188962,500.0,363.95
890,189269,307.0,362.49
891,189698,429.0,362.66
892,190160,462.0,363.85
893,190660,500.0,365.8
894,191098,438.0,367.45
895,191371,273.0,367.34
896,191788,417.0,368.91
897,192197,409.0,370.26
898,192529,332.0,369.75
899,192957,428.0,371.37
900,193303,346.0,371.93
901,193736,433.0,374.6
902,194236,500.0,377.99
903,194736,500.0,381.41
904,195236,500.0,384.79
905,195736,500.0,387.96
906,196236,500.0,390.88
907,196736,500.0,393.55
908,197236,500.0,396.25
909,197736,500.0,398.67
910,198236,500.0,401.24
911,198567,331.0,401.27
912,199010,443.0,402.12
913,199510,500.0,402.15
914,200010,500.0,402.15
915,200510,500.0,403.56
916,201010,500.0,403.56
917,201354,344.0,403.52
918,201841,487.0,405.53
919,202290,449.0,406.38
920,202790,500.0,408.34
921,203290,500.0,410.2
922,203790,500.0,412.37
923,204290,500.0,414.16
924,204790,500.0,415.67
925,205290,500.0,415.97
926,205790,500.0,415.97
927,206290,500.0,415.97
928,206790,500.0,415.97
929,207290,500.0,415.97
930,207790,500.0,415.97
931,208290,500.0,418.59
932,208655,365.0,419.99
933,209155,500.0,423.5
934,209655,500.0,427.17
935,210155,500.0,430.21
936,210655,500.0,433.31
937,211155,500.0,436.26
938,211655,500.0,439.67
939,212155,500.0,442.71
940,212655,500.0,445.11
941,213155,500.0,446.16
942,213655,500.0,448.56
943,214155,500.0,450.33
944,214655,500.0,450.94
945,215017,362.0,449.56
946,215517,500.0,449.56
947,216017,500.0,449.56
948,216517,500.0,449.56
949,217017,500.0,449.56
950,217517,500.0,449.69
951,217942,425.0,448.95
952,218442,500.0,448.95
953,218942,500.0,448.95
954,219371,429.0,449.6
955,219719,348.0,448.79
956,220219,500.0,449.52
957,220596,377.0,448.29
958,221096,500.0,449.7
959,221596,500.0,450.41
960,222096,500.0,451.26
961,222465,369.0,450.45
962,222834,369.0,449.14
963,223334,500.0,450.82
964,223834,500.0,453.08
965,224334,500.0,455.52
966,224834,500.0,457.49
967,225334,500.0,459.39
968,225834,500.0,461.23
969,226327,493.0,462.65
970,226827,500.0,462.65
971,227110,283.0,461.55
972,227610,500.0,463.0
973,227983,373.0,463.15
974,228357,374.0,461.89
975,228749,392.0,460.81
976,228974,225.0,458.06
977,229474,500.0,458.06
978,229950,476.0,457.82
979,230307,357.0,458.2
980,230574,267.0,456.89
981,230816,242.0,454.58
982,231112,296.0,453.76
983,231489,377.0,452.53
984,231805,316.0,451.57
985,232305,500.0,452.76
986,232691,386.0,451.62
987,233010,319.0,449.81
988,233193,183.0,447.31
989,233390,197.0,444.28
990,233599,209.0,443.3
991,233809,210.0,441.11
992,233961,152.0,438.01
993,234176,215.0,435.16
994,234274,98.0,431.76
995,234460,186.0,430.89
996,234630,170.0,428.42
997,234833,203.0,426.36
998,234994,161.0,424.65
999,235140,146.0,421.83
1000,235366,226.0,420.63
1001,235541,175.0,418.05
1002,235736,195.0,415.0
1003,235823,87.0,410.87
1004,235977,154.0,407.41
1005,236254,277.0,405.18
1006,236655,401.0,404.19
1007,237155,500.0,404.19
1008,237372,217.0,401.36
1009,237843,471.0,401.07
1010,238197,354.0,399.61
1011,238551,354.0,399.84
1012,239022,471.0,400.12
1013,239522,500.0,400.12
1014,240022,500.0,400.12
1015,240308,286.0,397.98
1016,240650,342.0,396.4
1017,240938,288.0,395.84
1018,241224,286.0,393.83
1019,241618,394.0,393.28
1020,242019,401.0,392.29
1021,242297,278.0,390.07
1022,242595,298.0,388.05
1023,242880,285.0,385.9
1024,243141,261.0,383.51
1025,243558,417.0,382.68
1026,244058,500.0,382.68
1027,244432,374.0,381.42
1028,244932,500.0,381.42
1029,245429,497.0,381.39
1030,245833,404.0,380.43
1031,246314,481.0,380.24
1032,246814,500.0,381.59
1033,247314,500.0,381.59
1034,247608,294.0,379.53
1035,248020,412.0,378.65
1036,248274,254.0,376.19
1037,248648,374.0,374.93
1038,249031,383.0,373.76
1039,249510,479.0,373.55
1040,250010,500.0,373.55
1041,250282,272.0,371.27
1042,250571,289.0,369.16
1043,250831,260.0,366.76
1044,251093,262.0,364.38
1045,251286,193.0,362.69
1046,251521,235.0,360.04
1047,251798,277.0,357.81
1048,252016,218.0,354.99
1049,252231,215.0,352.14
1050,252402,171.0,348.85
1051,252639,237.0,346.97
1052,252826,187.0,343.84
1053,253077,251.0,341.35
1054,253356,279.0,339.85
1055,253580,224.0,338.61
1056,254019,439.0,338.0
1057,254519,500.0,339.23
1058,254901,382.0,338.05
1059,255184,283.0,335.88
1060,255505,321.0,334.09
1061,255843,338.0,333.78
1062,256154,311.0,333.2
1063,256602,448.0,332.68
1064,257102,500.0,332.68
1065,257602,500.0,332.68
1066,258078,476.0,332.44
1067,258578,500.0,332.44
1068,259078,500.0,332.44
1069,259578,500.0,332.51
1070,259932,354.0,331.05
1071,260355,423.0,332.45
1072,260743,388.0,331.33
1073,261134,391.0,331.51
