episode,step,reward,mean_100
486,76903,222.0,244.67
487,77152,249.0,244.0
488,77327,175.0,243.18
489,77538,211.0,242.18
490,77774,236.0,241.96
491,77990,216.0,241.99
492,78359,369.0,243.57
493,78572,213.0,243.31
494,78787,215.0,243.32
495,79028,241.0,243.32
496,79275,247.0,243.93
497,79474,199.0,243.67
498,79727,253.0,243.63
499,79947,220.0,243.88
500,80242,295.0,243.77
501,80549,307.0,244.36
502,80753,204.0,243.89
503,81103,350.0,244.83
504,81349,246.0,245.09
505,81594,245.0,245.1
506,81820,226.0,245.38
507,82097,277.0,245.86
508,82312,215.0,245.39
509,82517,205.0,244.48
510,82798,281.0,244.51
511,82997,199.0,244.35
512,83323,326.0,245.38
513,83559,236.0,245.23
514,83845,286.0,245.43
515,84174,329.0,246.6
516,84443,269.0,247.24
517,84731,288.0,248.26
518,84966,235.0,248.47
519,85235,269.0,248.47
520,85456,221.0,248.46
521,85778,322.0,249.54
522,86038,260.0,249.8
523,86211,173.0,248.28
524,86433,222.0,248.37
525,86715,282.0,248.69
526,86904,189.0,248.58
527,87183,279.0,247.93
528,87530,347.0,249.46
529,87819,289.0,249.96
530,88039,220.0,250.28
531,88234,195.0,249.99
532,88501,267.0,250.61
533,88828,327.0,251.88
534,89024,196.0,250.92
535,89203,179.0,250.32
536,89433,230.0,250.52
537,89631,198.0,248.98
538,89818,187.0,248.6
539,90058,240.0,247.72
540,90304,246.0,247.09
541,90559,255.0,247.55
542,90877,318.0,248.55
543,91106,229.0,248.28
544,91325,219.0,248.52
545,91555,230.0,248.7
546,91788,233.0,248.98
547,92061,273.0,249.82
548,92419,358.0,251.25
549,92680,261.0,251.8
550,92922,242.0,252.31
551,93317,395.0,254.1
552,93549,232.0,253.63
553,93863,314.0,254.43
554,94134,271.0,254.73
555,94358,224.0,254.45
556,94552,194.0,253.48
557,94797,245.0,254.03
558,95002,205.0,253.31
559,95284,282.0,254.18
560,95549,265.0,254.28
561,95813,264.0,254.22
562,96016,203.0,254.35
563,96288,272.0,254.8
564,96559,271.0,255.24
565,96883,324.0,256.12
566,97305,422.0,257.46
567,97502,197.0,256.89
568,97747,245.0,256.98
569,97951,204.0,256.19
570,98229,278.0,256.79
571,98425,196.0,255.19
572,98672,247.0,255.05
573,99084,412.0,256.73
574,99380,296.0,256.53
575,99665,285.0,257.46
576,100016,351.0,257.93
577,100245,229.0,257.39
578,100504,259.0,257.15
579,100928,424.0,258.81
580,101172,244.0,259.0
581,101389,217.0,258.91
582,101727,338.0,259.96
583,102072,345.0,260.64
584,102498,426.0,261.47
585,102757,259.0,260.76
586,103120,363.0,262.17
587,103526,406.0,263.74
588,103764,238.0,264.37
589,104009,245.0,264.71
590,104278,269.0,265.04
591,104545,267.0,265.55
592,104865,320.0,265.06
593,105104,239.0,265.32
594,105300,196.0,265.13
595,105488,188.0,264.6
596,105691,203.0,264.16
597,105950,259.0,264.76
598,106181,231.0,264.54
599,106409,228.0,264.62
600,106672,263.0,264.3
601,106925,253.0,263.76
602,107227,302.0,264.74
603,107452,225.0,263.49
604,107722,270.0,263.73
605,108222,500.0,266.28
606,108427,205.0,266.07
607,108688,261.0,265.91
608,108869,181.0,265.57
609,109326,457.0,268.09
610,109554,228.0,267.56
611,109834,280.0,268.37
612,110136,302.0,268.13
613,110436,300.0,268.77
614,110936,500.0,270.91
615,111224,288.0,270.5
616,111427,203.0,269.84
617,111739,312.0,270.08
618,112017,278.0,270.51
619,112214,197.0,269.79
620,112388,174.0,269.32
621,112595,207.0,268.17
622,112792,197.0,267.54
623,113021,229.0,268.1
624,113282,261.0,268.49
625,113481,199.0,267.66
626,113861,380.0,269.57
627,114133,272.0,269.5
628,114369,236.0,268.39
629,114655,286.0,268.36
630,115116,461.0,270.77
631,115366,250.0,271.32
632,115675,309.0,271.74
633,116101,426.0,272.73
634,116309,208.0,272.85
635,116778,469.0,275.75
636,117081,303.0,276.48
637,117493,412.0,278.62
638,117872,379.0,280.54
639,118142,270.0,280.84
640,118400,258.0,280.96
641,118839,439.0,282.8
642,119061,222.0,281.84
643,119369,308.0,282.63
644,119610,241.0,282.85
645,119857,247.0,283.02
646,120071,214.0,282.83
647,120321,250.0,282.6
648,120512,191.0,280.93
649,120719,207.0,280.39
650,120951,232.0,280.29
651,121138,187.0,278.21
652,121420,282.0,278.71
653,121698,278.0,278.35
654,122017,319.0,278.83
655,122243,226.0,278.85
656,122743,500.0,281.91
657,122977,234.0,281.8
658,123190,213.0,281.88
659,123344,154.0,280.6
660,123495,151.0,279.46
661,123669,174.0,278.56
662,123842,173.0,278.26
663,123990,148.0,277.02
664,124159,169.0,276.0
665,124338,179.0,274.55
666,124509,171.0,272.04
667,124680,171.0,271.78
668,124856,176.0,271.09
669,125051,195.0,271.0
670,125268,217.0,270.39
671,125498,230.0,270.73
672,125739,241.0,270.67
673,125983,244.0,268.99
674,126233,250.0,268.53
675,126544,311.0,268.79
676,126823,279.0,268.07
677,127061,238.0,268.16
678,127336,275.0,268.32
679,127619,283.0,266.91
680,127949,330.0,267.77
681,128449,500.0,270.6
682,128852,403.0,271.25
683,129236,384.0,271.64
684,129591,355.0,270.93
685,129992,401.0,272.35
686,130492,500.0,273.72
687,130881,389.0,273.55
688,131332,451.0,275.68
689,131832,500.0,278.23
690,132145,313.0,278.67
691,132484,339.0,279.39
692,132772,288.0,279.07
693,133258,486.0,281.54
694,133578,320.0,282.78
695,134048,470.0,285.6
696,134386,338.0,286.95
697,134683,297.0,287.33
698,134971,288.0,287.9
699,135362,391.0,289.53
700,135805,443.0,291.33
701,136161,356.0,292.36
702,136494,333.0,292.67
703,136724,230.0,292.72
704,137069,345.0,293.47
705,137369,300.0,291.47
706,137869,500.0,294.42
707,138274,405.0,295.86
708,138774,500.0,299.05
709,139274,500.0,299.48
710,139530,256.0,299.76
711,139779,249.0,299.45
712,140092,313.0,299.56
713,140493,401.0,300.57
714,140945,452.0,300.09
715,141320,375.0,300.96
716,141820,500.0,303.93
717,142262,442.0,305.23
718,142762,500.0,307.45
719,143262,500.0,310.48
720,143762,500.0,313.74
721,144178,416.0,315.83
722,144613,435.0,318.21
723,145017,404.0,319.96
724,145514,497.0,322.32
725,145826,312.0,323.45
726,146302,476.0,324.41
727,146592,290.0,324.59
728,146868,276.0,324.99
729,147368,500.0,327.13
730,147757,389.0,326.41
731,148211,454.0,328.45
732,148711,500.0,330.36
733,149211,500.0,331.1
734,149711,500.0,334.02
735,150211,500.0,334.33
736,150612,401.0,335.31
737,151013,401.0,335.2
738,151332,319.0,334.6
739,151669,337.0,335.27
740,152169,500.0,337.69
741,152421,252.0,335.82
742,152697,276.0,336.36
743,153003,306.0,336.34
744,153275,272.0,336.65
745,153670,395.0,338.13
746,153939,269.0,338.68
747,154381,442.0,340.6
748,154881,500.0,343.69
749,155381,500.0,346.62
750,155693,312.0,347.42
751,156020,327.0,348.82
752,156488,468.0,350.68
753,156988,500.0,352.9
754,157488,500.0,354.71
755,157988,500.0,357.45
756,158488,500.0,357.45
757,158988,500.0,360.11
758,159488,500.0,362.98
759,159988,500.0,366.44
760,160350,362.0,368.55
761,160803,453.0,371.34
762,161303,500.0,374.61
763,161719,416.0,377.29
764,162219,500.0,380.6
765,162719,500.0,383.81
766,163142,423.0,386.33
767,163642,500.0,389.62
768,164142,500.0,392.86
769,164642,500.0,395.91
770,165142,500.0,398.74
771,165642,500.0,401.44
772,166142,500.0,404.03
773,166642,500.0,406.59
774,167142,500.0,409.09
775,167642,500.0,410.98
776,168014,372.0,411.91
777,168514,500.0,414.53
778,169014,500.0,416.78
779,169360,346.0,417.41
780,169860,500.0,419.11
781,170360,500.0,419.11
782,170672,312.0,418.2
783,171031,359.0,417.95
784,171531,500.0,419.4
785,172031,500.0,420.39
786,172531,500.0,420.39
787,173031,500.0,421.5
788,173531,500.0,421.99
789,174031,500.0,421.99
790,174531,500.0,423.86
791,175031,500.0,425.47
792,175531,500.0,427.59
793,176031,500.0,427.73
794,176368,337.0,427.9
795,176684,316.0,426.36
796,176976,292.0,425.9
797,177216,240.0,425.33
798,177467,251.0,424.96
799,177701,234.0,423.39
800,177948,247.0,421.43
801,178229,281.0,420.68
802,178530,301.0,420.36
803,178809,279.0,420.85
804,179223,414.0,421.54
805,179723,500.0,423.54
806,180223,500.0,423.54
807,180634,411.0,423.6
808,180985,351.0,422.11
809,181485,500.0,422.11
810,181985,500.0,424.55
811,182485,500.0,427.06
812,182985,500.0,428.93
813,183305,320.0,428.12
814,183664,359.0,427.19
815,183976,312.0,426.56
816,184343,367.0,425.23
817,184843,500.0,425.81
818,185343,500.0,425.81
819,185843,500.0,425.81
820,186150,307.0,423.88
821,186650,500.0,424.72
822,187098,448.0,424.85
823,187598,500.0,425.81
824,187976,378.0,424.62
825,188476,500.0,426.5
826,188892,416.0,425.9
827,189392,500.0,428.0
828,189892,500.0,430.24
829,190114,222.0,427.46
830,190614,500.0,428.57
831,191114,500.0,429.03
832,191614,500.0,429.03
833,192114,500.0,429.03
834,192386,272.0,426.75
835,192763,377.0,425.52
836,193087,324.0,424.75
837,193276,189.0,422.63
838,193572,296.0,422.4
839,193757,185.0,420.88
840,193925,168.0,417.56
841,194080,155.0,416.59
842,194249,169.0,415.52
843,194441,192.0,414.38
844,194665,224.0,413.9
845,195007,342.0,413.37
846,195507,500.0,415.68
847,196007,500.0,416.26
848,196507,500.0,416.26
849,197007,500.0,416.26
850,197317,310.0,416.24
851,197659,342.0,416.39
852,197946,287.0,414.58
853,198233,287.0,412.45
854,198514,281.0,410.26
855,198803,289.0,408.15
856,199214,411.0,407.26
857,199714,500.0,407.26
858,200214,500.0,407.26
859,200714,500.0,407.26
860,201037,323.0,406.87
861,201383,346.0,405.8
862,201883,500.0,405.8
863,202155,272.0,404.36
864,202436,281.0,402.17
865,202756,320.0,400.37
866,203056,300.0,399.14
867,203388,332.0,397.46
868,203888,500.0,397.46
869,204388,500.0,397.46
870,204888,500.0,397.46
871,205286,398.0,396.44
872,205647,361.0,395.05
873,206147,500.0,395.05
874,206467,320.0,393.25
875,206752,285.0,391.1
876,207252,500.0,392.38
877,207752,500.0,392.38
878,208252,500.0,392.38
879,208752,500.0,393.92
880,209084,332.0,392.24
881,209473,389.0,391.13
882,209973,500.0,393.01
883,210379,406.0,393.48
884,210879,500.0,393.48
885,211213,334.0,391.82
886,211497,284.0,389.66
887,211756,259.0,387.25
888,212009,253.0,384.78
889,212282,273.0,382.51
890,212576,294.0,380.45
891,212879,303.0,378.48
892,213178,299.0,376.47
893,213464,286.0,374.33
894,213754,290.0,373.86
895,214070,316.0,373.86
896,214354,284.0,373.78
897,214670,316.0,374.54
898,214979,309.0,375.12
899,215297,318.0,375.96
900,215605,308.0,376.57
901,215925,320.0,376.96
902,216252,327.0,377.22
903,216591,339.0,377.82
904,216896,305.0,376.73
905,217271,375.0,375.48
906,217660,389.0,374.37
907,217994,334.0,373.6
908,218301,307.0,373.16
909,218582,281.0,370.97
910,218857,275.0,368.72
911,219124,267.0,366.39
912,219486,362.0,365.01
913,219986,500.0,366.81
914,220441,455.0,367.77
915,220794,353.0,368.18
916,221244,450.0,369.01
917,221485,241.0,366.42
918,221726,241.0,363.83
919,221965,239.0,361.22
920,222212,247.0,360.62
921,222455,243.0,358.05
922,222693,238.0,355.95
923,222957,264.0,353.59
924,223233,276.0,352.57
925,223555,322.0,350.79
926,223873,318.0,349.81
927,224242,369.0,348.5
928,224568,326.0,346.76
929,224913,345.0,347.99
930,225296,383.0,346.82
931,225796,500.0,346.82
932,226213,417.0,345.99
933,226537,324.0,344.23
934,226921,384.0,345.35
935,227421,500.0,346.58
936,227848,427.0,347.61
937,228223,375.0,349.47
938,228535,312.0,349.63
939,228887,352.0,351.3
940,229309,422.0,353.84
941,229746,437.0,356.66
942,230246,500.0,359.97
943,230622,376.0,361.81
944,231114,492.0,364.49
945,231614,500.0,366.07
946,232114,500.0,366.07
947,232507,393.0,365.0
948,232901,394.0,363.94
949,233285,384.0,362.78
950,233785,500.0,364.68
951,234202,417.0,365.43
952,234702,500.0,367.56
953,235049,347.0,368.16
954,235546,497.0,370.32
955,235908,362.0,371.05
956,236307,399.0,370.93
957,236645,338.0,369.31
958,237046,401.0,368.32
959,237428,382.0,367.14
960,237766,338.0,367.29
961,238106,340.0,367.23
962,238475,369.0,365.92
963,238782,307.0,366.27
964,239125,343.0,366.89
965,239505,380.0,367.49
966,239822,317.0,367.66
967,240153,331.0,367.65
968,240509,356.0,366.21
969,240910,401.0,365.22
970,241049,139.0,361.61
971,241395,346.0,361.09
972,241728,333.0,360.81
973,242061,333.0,359.14
974,242424,363.0,359.57
975,242765,341.0,360.13
976,243116,351.0,358.64
977,243584,468.0,358.32
978,244084,500.0,358.32
979,244469,385.0,357.17
980,244969,500.0,358.85
981,245469,500.0,359.96
982,245932,463.0,359.59
983,246432,500.0,360.53
984,246761,329.0,358.82
985,247066,305.0,358.53
986,247412,346.0,359.15
987,247725,313.0,359.69
988,248050,325.0,360.41
989,248347,297.0,360.65
990,248689,342.0,361.13
991,248988,299.0,361.09
992,249488,500.0,363.1
993,249790,302.0,363.26
994,250089,299.0,363.35
995,250480,391.0,364.1
996,250865,385.0,365.11
997,251222,357.0,365.52
998,251487,265.0,365.08
999,251801,314.0,365.04
1000,252139,338.0,365.34
1001,252459,320.0,365.34
1002,252757,298.0,365.05
1003,253031,274.0,364.4
1004,253389,358.0,364.93
1005,253733,344.0,364.62
1006,254157,424.0,364.97
1007,254519,362.0,365.25
1008,254869,350.0,365.68
1009,255369,500.0,367.87
1010,255703,334.0,368.46
1011,256042,339.0,369.18
1012,256529,487.0,370.43
1013,257029,500.0,370.43
1014,257357,328.0,369.16
1015,257724,367.0,369.3
1016,258117,393.0,368.73
1017,258459,342.0,369.74
1018,258905,446.0,371.79
1019,259291,386.0,373.26
1020,259622,331.0,374.1
1021,260064,442.0,376.09
1022,260564,500.0,378.71
1023,260853,289.0,378.96
1024,261353,500.0,381.2
1025,261579,226.0,380.24
1026,262068,489.0,381.95
1027,262380,312.0,381.38
1028,262776,396.0,382.08
1029,263276,500.0,383.63
1030,263776,500.0,384.8
1031,264135,359.0,383.39
1032,264542,407.0,383.29
1033,265002,460.0,384.65
1034,265502,500.0,385.81
1035,266002,500.0,385.81
1036,266213,211.0,383.65
1037,266380,167.0,381.57
1038,266630,250.0,380.95
1039,266795,165.0,379.08
1040,266970,175.0,376.61
1041,267181,211.0,374.35
1042,267437,256.0,371.91
1043,267804,367.0,371.82
1044,268304,500.0,371.9
1045,268804,500.0,371.9
1046,269304,500.0,371.9
1047,269804,500.0,372.97
1048,270304,500.0,374.03
1049,270804,500.0,375.19
1050,271304,500.0,375.19
1051,271804,500.0,376.02
1052,272304,500.0,376.02
1053,272804,500.0,377.55
1054,273304,500.0,377.58
1055,273804,500.0,378.96
1056,274304,500.0,379.97
1057,274804,500.0,381.59
1058,275304,500.0,382.58
1059,275520,216.0,380.92
1060,275815,295.0,380.49
1061,276315,500.0,382.09
1062,276815,500.0,383.4
1063,277315,500.0,385.33
1064,277815,500.0,386.9
1065,278315,500.0,388.1
1066,278723,408.0,389.01
1067,279223,500.0,390.7
1068,279723,500.0,392.14
1069,280223,500.0,393.13
1070,280723,500.0,396.74
1071,281179,456.0,397.84
1072,281679,500.0,399.51
