episode,step,reward,mean_100
154,4463,56.0,31.06
155,4520,57.0,30.84
156,4536,16.0,30.61
157,4567,31.0,30.69
158,4634,67.0,31.26
159,4677,43.0,31.55
160,4699,22.0,31.61
161,4750,51.0,31.92
162,4775,25.0,31.84
163,4828,53.0,32.11
164,4845,17.0,32.17
165,4869,24.0,32.1
166,4891,22.0,32.18
167,4982,91.0,32.7
168,4998,16.0,32.65
169,5066,68.0,33.01
170,5098,32.0,32.76
171,5119,21.0,32.76
172,5142,23.0,32.81
173,5163,21.0,32.84
174,5177,14.0,32.7
175,5199,22.0,32.67
176,5225,26.0,32.68
177,5241,16.0,32.68
178,5274,33.0,32.78
179,5362,88.0,33.52
180,5385,23.0,33.39
181,5418,33.0,32.77
182,5441,23.0,32.67
183,5467,26.0,32.75
184,5507,40.0,32.78
185,5526,19.0,32.79
186,5560,34.0,32.85
187,5584,24.0,32.84
188,5667,83.0,33.29
189,5687,20.0,33.24
190,5705,18.0,32.98
191,5756,51.0,33.31
192,5827,71.0,33.9
193,5844,17.0,33.75
194,5874,30.0,33.89
195,5927,53.0,34.21
196,5946,19.0,34.24
197,6003,57.0,34.52
198,6071,68.0,34.98
199,6104,33.0,34.96
200,6210,106.0,35.9
201,6262,52.0,36.06
202,6276,14.0,35.67
203,6292,16.0,35.5
204,6357,65.0,35.84
205,6430,73.0,36.26
206,6449,19.0,36.34
207,6477,28.0,36.41
208,6534,57.0,36.72
209,6542,8.0,36.49
210,6589,47.0,36.65
211,6621,32.0,36.51
212,6656,35.0,35.96
213,6677,21.0,35.94
214,6762,85.0,36.11
215,6780,18.0,35.78
216,6795,15.0,35.79
217,6832,37.0,35.87
218,6954,122.0,36.98
219,6997,43.0,37.24
220,7025,28.0,37.27
221,7048,23.0,37.35
222,7070,22.0,36.25
223,7129,59.0,36.62
224,7184,55.0,37.04
225,7199,15.0,37.05
226,7224,25.0,37.02
227,7273,49.0,37.32
228,7292,19.0,37.2
229,7306,14.0,37.01
230,7340,34.0,37.07
231,7383,43.0,37.24
232,7421,38.0,37.44
233,7449,28.0,37.47
234,7481,32.0,37.57
235,7538,57.0,37.76
236,7564,26.0,37.52
237,7598,34.0,37.22
238,7624,26.0,36.73
239,7653,29.0,36.71
240,7679,26.0,36.83
241,7695,16.0,36.62
242,7785,90.0,37.32
243,7806,21.0,37.36
244,7832,26.0,37.45
245,7886,54.0,37.4
246,7918,32.0,37.04
247,7962,44.0,37.16
248,8039,77.0,37.55
249,8144,105.0,38.44
250,8213,69.0,38.65
251,8247,34.0,38.88
252,8305,58.0,39.28
253,8340,35.0,39.33
254,8369,29.0,39.06
255,8425,56.0,39.05
256,8471,46.0,39.35
257,8562,91.0,39.95
258,8593,31.0,39.59
259,8645,52.0,39.68
260,8666,21.0,39.67
261,8699,33.0,39.49
262,8778,79.0,40.03
263,8880,102.0,40.52
264,8899,19.0,40.54
265,8928,29.0,40.59
266,8958,30.0,40.67
267,9075,117.0,40.93
268,9104,29.0,41.06
269,9134,30.0,40.68
270,9225,91.0,41.27
271,9276,51.0,41.57
272,9385,109.0,42.43
273,9406,21.0,42.43
274,9465,59.0,42.88
275,9481,16.0,42.82
276,9500,19.0,42.75
277,9621,121.0,43.8
278,9645,24.0,43.71
279,9655,10.0,42.93
280,9711,56.0,43.26
281,9784,73.0,43.66
282,9867,83.0,44.26
283,9926,59.0,44.59
284,9979,53.0,44.72
285,10072,93.0,45.46
286,10168,96.0,46.08
287,10204,36.0,46.2
288,10369,165.0,47.02
289,10433,64.0,47.46
290,10459,26.0,47.54
291,10511,52.0,47.55
292,10563,52.0,47.36
293,10613,50.0,47.69
294,10649,36.0,47.75
295,10677,28.0,47.5
296,10714,37.0,47.68
297,10794,80.0,47.91
298,10822,28.0,47.51
299,10919,97.0,48.15
300,10972,53.0,47.62
301,11005,33.0,47.43
302,11066,61.0,47.9
303,11076,10.0,47.84
304,11147,71.0,47.9
305,11175,28.0,47.45
306,11187,12.0,47.38
307,11257,70.0,47.8
308,11294,37.0,47.6
309,11334,40.0,47.92
310,11390,56.0,48.01
311,11498,108.0,48.77
312,11514,16.0,48.58
313,11652,138.0,49.75
314,11667,15.0,49.05
315,11705,38.0,49.25
316,11801,96.0,50.06
317,11845,44.0,50.13
318,11888,43.0,49.34
319,11921,33.0,49.24
320,12007,86.0,49.82
321,12087,80.0,50.39
322,12182,95.0,51.12
323,12213,31.0,50.84
324,12260,47.0,50.76
325,12285,25.0,50.86
326,12322,37.0,50.98
327,12388,66.0,51.15
328,12447,59.0,51.55
329,12550,103.0,52.44
330,12649,99.0,53.09
331,12674,25.0,52.91
332,12743,69.0,53.22
333,12801,58.0,53.52
334,12817,16.0,53.36
335,12868,51.0,53.3
336,12932,64.0,53.68
337,12979,47.0,53.81
338,12998,19.0,53.74
339,13056,58.0,54.03
340,13131,75.0,54.52
341,13235,104.0,55.4
342,13323,88.0,55.38
343,13355,32.0,55.49
344,13434,79.0,56.02
345,13492,58.0,56.06
346,13613,121.0,56.95
347,13634,21.0,56.72
348,13753,119.0,57.14
349,13818,65.0,56.74
350,13865,47.0,56.52
351,13988,123.0,57.41
352,14049,61.0,57.44
353,14138,89.0,57.98
354,14188,50.0,58.19
355,14220,32.0,57.95
356,14315,95.0,58.44
357,14431,116.0,58.69
358,14478,47.0,58.85
359,14548,70.0,59.03
360,14576,28.0,59.1
361,14661,85.0,59.62
362,14692,31.0,59.14
363,14715,23.0,58.35
364,14806,91.0,59.07
365,14844,38.0,59.16
366,14994,150.0,60.36
367,15090,96.0,60.15
368,15160,70.0,60.56
369,15280,120.0,61.46
370,15322,42.0,60.97
371,15360,38.0,60.84
372,15391,31.0,60.06
373,15416,25.0,60.1
374,15438,22.0,59.73
375,15468,30.0,59.87
376,15499,31.0,59.99
377,15535,36.0,59.14
378,15567,32.0,59.22
379,15606,39.0,59.51
380,15619,13.0,59.08
381,15650,31.0,58.66
382,15747,97.0,58.8
383,15765,18.0,58.39
384,15892,127.0,59.13
385,15929,37.0,58.57
386,15987,58.0,58.19
387,16081,94.0,58.77
388,16134,53.0,57.65
389,16248,114.0,58.15
390,16276,28.0,58.17
391,16328,52.0,58.17
392,16432,104.0,58.69
393,16528,96.0,59.15
394,16603,75.0,59.54
395,16656,53.0,59.79
396,16685,29.0,59.71
397,16765,80.0,59.71
398,16813,48.0,59.91
399,16888,75.0,59.69
400,16970,82.0,59.98
401,17077,107.0,60.72
402,17120,43.0,60.54
403,17243,123.0,61.67
404,17275,32.0,61.28
405,17326,51.0,61.51
406,17351,25.0,61.64
407,17410,59.0,61.53
408,17429,19.0,61.35
409,17490,61.0,61.56
410,17542,52.0,61.52
411,17674,132.0,61.76
412,17697,23.0,61.83
413,17751,54.0,60.99
414,17840,89.0,61.73
415,17882,42.0,61.77
416,17916,34.0,61.15
417,18033,117.0,61.88
418,18097,64.0,62.09
419,18113,16.0,61.92
420,18205,92.0,61.98
421,18238,33.0,61.51
422,18289,51.0,61.07
423,18299,10.0,60.86
424,18322,23.0,60.62
425,18402,80.0,61.17
426,18511,109.0,61.89
427,18577,66.0,61.89
428,18615,38.0,61.68
429,18678,63.0,61.28
430,18766,88.0,61.17
431,18791,25.0,61.17
432,18828,37.0,60.85
433,18914,86.0,61.13
434,19032,118.0,62.15
435,19093,61.0,62.25
436,19139,46.0,62.07
437,19255,116.0,62.76
438,19317,62.0,63.19
439,19365,48.0,63.09
440,19411,46.0,62.8
441,19509,98.0,62.74
442,19730,221.0,64.07
443,19761,31.0,64.06
444,19874,113.0,64.4
445,19893,19.0,64.01
446,19931,38.0,63.18
447,20029,98.0,63.95
448,20151,122.0,63.98
449,20258,107.0,64.4
450,20333,75.0,64.68
451,20453,120.0,64.65
452,20480,27.0,64.31
453,20497,17.0,63.59
454,20538,41.0,63.5
455,20558,20.0,63.38
456,20591,33.0,62.76
457,20662,71.0,62.31
458,20743,81.0,62.65
459,20826,83.0,62.78
460,20982,156.0,64.06
461,21016,34.0,63.55
462,21054,38.0,63.62
463,21167,113.0,64.52
464,21220,53.0,64.14
465,21325,105.0,64.81
466,21463,138.0,64.69
467,21556,93.0,64.66
468,21576,20.0,64.16
469,21660,84.0,63.8
470,21718,58.0,63.96
471,21826,108.0,64.66
472,21887,61.0,64.96
473,21951,64.0,65.35
474,21997,46.0,65.59
475,22047,50.0,65.79
476,22080,33.0,65.81
477,22123,43.0,65.88
478,22213,90.0,66.46
479,22239,26.0,66.33
480,22309,70.0,66.9
481,22397,88.0,67.47
482,22428,31.0,66.81
483,22470,42.0,67.05
484,22599,129.0,67.07
485,22659,60.0,67.3
486,22679,20.0,66.92
487,22815,136.0,67.34
488,22844,29.0,67.1
489,22885,41.0,66.37
490,22934,49.0,66.58
491,22970,36.0,66.42
492,22984,14.0,65.52
493,23157,173.0,66.29
494,23252,95.0,66.49
495,23320,68.0,66.64
496,23476,156.0,67.91
497,23516,40.0,67.51
498,23572,56.0,67.59
499,23619,47.0,67.31
500,23667,48.0,66.97
501,23818,151.0,67.41
502,23858,40.0,67.38
503,24007,149.0,67.64
504,24124,117.0,68.49
505,24244,120.0,69.18
506,24274,30.0,69.23
507,24327,53.0,69.17
508,24482,155.0,70.53
509,24505,23.0,70.15
510,24589,84.0,70.47
511,24786,197.0,71.12
512,24877,91.0,71.8
513,24979,102.0,72.28
514,25033,54.0,71.93
515,25191,158.0,73.09
516,25247,56.0,73.31
517,25430,183.0,73.97
518,25505,75.0,74.08
519,25673,168.0,75.6
520,25823,150.0,76.18
521,25870,47.0,76.32
522,25999,129.0,77.1
523,26067,68.0,77.68
524,26115,48.0,77.93
525,26230,115.0,78.28
526,26309,79.0,77.98
527,26335,26.0,77.58
528,26359,24.0,77.44
529,26433,74.0,77.55
530,26492,59.0,77.26
531,26556,64.0,77.65
532,26747,191.0,79.19
533,26836,89.0,79.22
534,27130,294.0,80.98
535,27214,84.0,81.21
536,27270,56.0,81.31
537,27292,22.0,80.37
538,27432,140.0,81.15
539,27590,158.0,82.25
540,27723,133.0,83.12
541,27958,235.0,84.49
542,28119,161.0,83.89
543,28201,82.0,84.4
544,28362,161.0,84.88
545,28545,183.0,86.52
546,28565,20.0,86.34
547,28760,195.0,87.31
548,28877,117.0,87.26
549,29014,137.0,87.56
550,29080,66.0,87.47
551,29280,200.0,88.27
552,29333,53.0,88.53
553,29518,185.0,90.21
554,29646,128.0,91.08
555,29699,53.0,91.41
556,29769,70.0,91.78
557,29939,170.0,92.77
558,30082,143.0,93.39
559,30160,78.0,93.34
560,30196,36.0,92.14
561,30224,28.0,92.08
562,30425,201.0,93.71
563,30587,162.0,94.2
564,30664,77.0,94.44
565,30756,92.0,94.31
566,30920,164.0,94.57
567,30946,26.0,93.9
568,31073,127.0,94.97
569,31094,21.0,94.34
570,31221,127.0,95.03
571,31400,179.0,95.74
572,31514,114.0,96.27
573,31622,108.0,96.71
574,31675,53.0,96.78
575,31902,227.0,98.55
576,31934,32.0,98.54
577,32032,98.0,99.09
578,32062,30.0,98.49
579,32170,108.0,99.31
580,32236,66.0,99.27
581,32404,168.0,100.07
582,32666,262.0,102.38
583,32763,97.0,102.93
584,32948,185.0,103.49
585,33048,100.0,103.89
586,33087,39.0,104.08
587,33155,68.0,103.4
588,33183,28.0,103.39
589,33305,122.0,104.2
590,33342,37.0,104.08
591,33440,98.0,104.7
592,33496,56.0,105.12
593,33677,181.0,105.2
594,34055,378.0,108.03
595,34190,135.0,108.7
596,34284,94.0,108.08
597,34417,133.0,109.01
598,34474,57.0,109.02
599,34552,78.0,109.33
600,34782,230.0,111.15
601,34917,135.0,110.99
602,34955,38.0,110.97
603,35042,87.0,110.35
604,35150,108.0,110.26
605,35224,74.0,109.8
606,35288,64.0,110.14
607,35496,208.0,111.69
608,35698,202.0,112.16
609,35779,81.0,112.74
610,35975,196.0,113.86
611,36092,117.0,113.06
612,36160,68.0,112.83
613,36340,180.0,113.61
614,36474,134.0,114.41
615,36544,70.0,113.53
616,36663,119.0,114.16
617,36887,224.0,114.57
618,37012,125.0,115.07
619,37191,179.0,115.18
620,37355,164.0,115.32
621,37377,22.0,115.07
622,37542,165.0,115.43
623,37647,105.0,115.8
624,37704,57.0,115.89
625,37907,203.0,116.77
626,37954,47.0,116.45
627,37996,42.0,116.61
628,38338,342.0,119.79
629,38707,369.0,122.74
630,38742,35.0,122.5
631,38825,83.0,122.69
632,38904,79.0,121.57
633,38981,77.0,121.45
634,39106,125.0,119.76
635,39212,106.0,119.98
636,39354,142.0,120.84
637,39494,140.0,122.02
638,39546,52.0,121.14
639,39672,126.0,120.82
640,39818,146.0,120.95
641,40121,303.0,121.63
642,40220,99.0,121.01
643,40275,55.0,120.74
644,40419,144.0,120.57
645,40439,20.0,118.94
646,40870,431.0,123.05
647,41035,165.0,122.75
648,41164,129.0,122.87
649,41280,116.0,122.66
650,41363,83.0,122.83
651,41721,358.0,124.41
652,41883,162.0,125.5
653,41903,20.0,123.85
654,42018,115.0,123.72
655,42128,110.0,124.29
656,42527,399.0,127.58
657,42759,232.0,128.2
658,42927,168.0,128.45
659,42993,66.0,128.33
660,43053,60.0,128.57
661,43223,170.0,129.99
662,43385,162.0,129.6
663,43510,125.0,129.23
664,43629,119.0,129.65
665,43945,316.0,131.89
666,43984,39.0,130.64
667,44077,93.0,131.31
668,44311,234.0,132.38
669,44563,252.0,134.69
670,44774,211.0,135.53
671,45049,275.0,136.49
672,45460,411.0,139.46
673,45849,389.0,142.27
674,46011,162.0,143.36
675,46215,204.0,143.13
676,46335,120.0,144.01
677,46469,134.0,144.37
678,46564,95.0,145.02
679,46649,85.0,144.79
680,46725,76.0,144.89
681,46854,129.0,144.5
682,47134,280.0,144.68
683,47284,150.0,145.21
684,47357,73.0,144.09
685,47417,60.0,143.69
686,47647,230.0,145.6
687,47793,146.0,146.38
688,47981,188.0,147.98
689,48131,150.0,148.26
690,48245,114.0,149.03
691,48362,117.0,149.22
692,48555,193.0,150.59
693,48731,176.0,150.54
694,48896,165.0,148.41
695,48976,80.0,147.86
696,49270,294.0,149.86
697,49286,16.0,148.69
698,49441,155.0,149.67
699,49592,151.0,150.4
700,49769,177.0,149.87
701,50005,236.0,150.88
702,50155,150.0,152.0
703,50283,128.0,152.41
704,50496,213.0,153.46
705,50734,238.0,155.1
706,50871,137.0,155.83
707,51137,266.0,156.41
708,51457,320.0,157.59
709,51529,72.0,157.5
710,51639,110.0,156.64
711,51912,273.0,158.2
712,52054,142.0,158.94
713,52170,116.0,158.3
714,52324,154.0,158.5
715,52366,42.0,158.22
716,52399,33.0,157.36
717,52564,165.0,156.77
718,52712,148.0,157.0
719,52793,81.0,156.02
720,53078,285.0,157.23
721,53209,131.0,158.32
722,53528,319.0,159.86
723,53604,76.0,159.57
724,53854,250.0,161.5
725,54057,203.0,161.5
726,54244,187.0,162.9
727,54279,35.0,162.83
728,54386,107.0,160.48
729,54746,360.0,160.39
730,54928,182.0,161.86
731,55303,375.0,164.78
732,55483,180.0,165.79
733,55597,114.0,166.16
734,55788,191.0,166.82
735,56011,223.0,167.99
736,56181,170.0,168.27
737,56380,199.0,168.86
738,56587,207.0,170.41
739,56833,246.0,171.61
740,57094,261.0,172.76
741,57250,156.0,171.29
742,57282,32.0,170.62
743,57441,159.0,171.66
744,57479,38.0,170.6
745,57591,112.0,171.52
746,57644,53.0,167.74
747,57782,138.0,167.47
748,58042,260.0,168.78
749,58240,198.0,169.6
750,58441,201.0,170.78
751,58579,138.0,168.58
752,58763,184.0,168.8
753,58911,148.0,170.08
754,59128,217.0,171.1
755,59318,190.0,171.9
756,59559,241.0,170.32
757,59759,200.0,170.0
758,59946,187.0,170.19
759,60050,104.0,170.57
760,60219,169.0,171.66
761,60258,39.0,170.35
762,60425,167.0,170.4
763,60677,252.0,171.67
764,60873,196.0,172.44
765,60907,34.0,169.62
766,61018,111.0,170.34
767,61096,78.0,170.19
768,61567,471.0,172.56
769,61672,105.0,171.09
770,61918,246.0,171.44
771,62097,179.0,170.48
772,62369,272.0,169.09
773,62495,126.0,166.46
774,62579,84.0,165.68
775,62772,193.0,165.57
776,62877,105.0,165.42
777,63045,168.0,165.76
778,63146,101.0,165.82
779,63280,134.0,166.31
780,63436,156.0,167.11
781,63586,150.0,167.32
782,63746,160.0,166.12
783,63939,193.0,166.55
784,64291,352.0,169.34
785,64455,164.0,170.38
786,64620,165.0,169.73
787,64753,133.0,169.6
788,65135,382.0,171.54
789,65221,86.0,170.9
790,65423,202.0,171.78
791,65584,161.0,172.22
792,65655,71.0,171.0
793,65998,343.0,172.67
794,66289,291.0,173.93
795,66637,348.0,176.61
796,66890,253.0,176.2
797,67038,148.0,177.52
798,67422,384.0,179.81
799,67609,187.0,180.17
800,67686,77.0,179.17
801,67824,138.0,178.19
802,68093,269.0,179.38
803,68328,235.0,180.45
804,68505,177.0,180.09
805,68612,107.0,178.78
806,68792,180.0,179.21
807,68980,188.0,178.43
808,69100,120.0,176.43
809,69372,272.0,178.43
810,69529,157.0,178.9
811,69623,94.0,177.11
812,69805,182.0,177.51
813,69942,137.0,177.72
814,70340,398.0,180.16
815,70460,120.0,180.94
816,70596,136.0,181.97
817,71096,500.0,185.32
818,71278,182.0,185.66
819,71465,187.0,186.72
820,71607,142.0,185.29
821,71685,78.0,184.76
822,71761,76.0,182.33
823,72062,301.0,184.58
824,72279,217.0,184.25
825,72775,496.0,187.18
826,72898,123.0,186.54
827,73030,132.0,187.51
828,73386,356.0,190.0
829,73521,135.0,187.75
830,73759,238.0,188.31
831,73857,98.0,185.54
832,74212,355.0,187.29
833,74505,293.0,189.08
834,74664,159.0,188.76
835,74844,180.0,188.33
836,74970,126.0,187.89
837,75110,140.0,187.3
838,75472,362.0,188.85
839,75717,245.0,188.84
840,76124,407.0,190.3
841,76237,113.0,189.87
842,76479,242.0,191.97
843,76670,191.0,192.29
844,77170,500.0,196.91
845,77302,132.0,197.11
846,77490,188.0,198.46
847,77565,75.0,197.83
848,77865,300.0,198.23
849,77947,82.0,197.07
850,78135,188.0,196.94
851,78241,106.0,196.62
852,78517,276.0,197.54
853,78610,93.0,196.99
854,78769,159.0,196.41
855,78965,196.0,196.47
856,79208,243.0,196.49
857,79455,247.0,196.96
858,79814,359.0,198.68
859,80047,233.0,199.97
860,80273,226.0,200.54
861,80390,117.0,201.32
862,80545,155.0,201.2
863,80791,246.0,201.14
864,80978,187.0,201.05
865,81221,243.0,203.14
866,81484,263.0,204.66
867,81655,171.0,205.59
868,82025,370.0,204.58
869,82179,154.0,205.07
870,82440,261.0,205.22
871,82495,55.0,203.98
872,82783,288.0,204.14
873,83040,257.0,205.45
874,83252,212.0,206.73
875,83341,89.0,205.69
876,83467,126.0,205.9
877,83655,188.0,206.1
878,83940,285.0,207.94
879,84075,135.0,207.95
880,84287,212.0,208.51
881,84643,356.0,210.57
882,84869,226.0,211.23
883,85154,285.0,212.15
884,85488,334.0,211.97
885,85706,218.0,212.51
886,85825,119.0,212.05
887,85963,138.0,212.1
888,86254,291.0,211.19
889,86453,199.0,212.32
890,86863,410.0,214.4
891,87048,185.0,214.64
892,87277,229.0,216.22
893,87700,423.0,217.02
894,87778,78.0,214.89
895,87975,197.0,213.38
896,88290,315.0,214.0
897,88420,130.0,213.82
898,88559,139.0,211.37
899,88650,91.0,210.41
900,88970,320.0,212.84
901,89220,250.0,213.96
902,89429,209.0,213.36
903,89510,81.0,211.82
904,89614,104.0,211.09
905,89799,185.0,211.87
906,90001,202.0,212.09
907,90251,250.0,212.71
908,90508,257.0,214.08
909,90588,80.0,212.16
910,90713,125.0,211.84
911,90796,83.0,211.73
912,91118,322.0,213.13
913,91306,188.0,213.64
914,91365,59.0,210.25
915,91525,160.0,210.65
916,91658,133.0,210.62
917,91811,153.0,207.15
918,91885,74.0,206.07
919,92181,296.0,207.16
920,92324,143.0,207.17
921,92432,108.0,207.47
922,92708,276.0,209.47
923,92818,110.0,207.56
924,93001,183.0,207.22
925,93252,251.0,204.77
926,93420,168.0,205.22
927,93626,206.0,205.96
928,93744,118.0,203.58
929,93894,150.0,203.73
930,94087,193.0,203.28
931,94236,149.0,203.79
932,94544,308.0,203.32
933,94750,206.0,202.45
934,94934,184.0,202.7
935,95056,122.0,202.12
936,95186,130.0,202.16
937,95346,160.0,202.36
938,95490,144.0,200.18
939,95679,189.0,199.62
940,95817,138.0,196.93
941,96031,214.0,197.94
942,96217,186.0,197.38
943,96467,250.0,197.97
944,96614,147.0,194.44
945,96770,156.0,194.68
946,96876,106.0,193.86
947,96941,65.0,193.76
948,97113,172.0,192.48
949,97237,124.0,192.9
950,97360,123.0,192.25
951,97457,97.0,192.16
952,97794,337.0,192.77
953,97964,170.0,193.54
954,97998,34.0,192.29
955,98231,233.0,192.66
956,98540,309.0,193.32
957,98741,201.0,192.86
958,98949,208.0,191.35
959,99091,142.0,190.44
960,99402,311.0,191.29
961,99570,168.0,191.8
962,99700,130.0,191.55
963,99949,249.0,191.58
964,100265,316.0,192.87
965,100426,161.0,192.05
966,100535,109.0,190.51
967,100729,194.0,190.74
968,101129,400.0,191.04
969,101288,159.0,191.09
970,101744,456.0,193.04
971,101830,86.0,193.35
972,101933,103.0,191.5
973,102057,124.0,190.17
974,102226,169.0,189.74
975,102349,123.0,190.08
976,102460,111.0,189.93
977,102650,190.0,189.95
978,102793,143.0,188.53
979,102939,146.0,188.64
980,103065,126.0,187.78
981,103277,212.0,186.34
982,103468,191.0,185.99
983,103740,272.0,185.86
984,103921,181.0,184.33
985,104250,329.0,185.44
986,104404,154.0,185.79
987,104582,178.0,186.19
988,104750,168.0,184.96
989,105087,337.0,186.34
990,105171,84.0,183.08
991,105429,258.0,183.81
992,105577,148.0,183.0
993,105922,345.0,182.22
994,106115,193.0,183.37
995,106566,451.0,185.91
996,106713,147.0,184.23
997,106904,191.0,184.84
998,107075,171.0,185.16
999,107246,171.0,185.96
1000,107444,198.0,184.74
1001,107581,137.0,183.61
1002,107814,233.0,183.85
1003,108045,231.0,185.35
1004,108249,204.0,186.35
1005,108393,144.0,185.94
1006,108616,223.0,186.15
1007,108838,222.0,185.87
1008,108925,87.0,184.17
1009,109000,75.0,184.12
1010,109272,272.0,185.59
1011,109540,268.0,187.44
1012,109692,152.0,185.74
1013,110192,500.0,188.86
1014,110363,171.0,189.98
1015,110485,122.0,189.6
1016,110650,165.0,189.92
1017,110850,200.0,190.39
1018,110971,121.0,190.86
1019,111242,271.0,190.61
1020,111429,187.0,191.05
1021,111571,142.0,191.39
1022,111618,47.0,189.1
1023,111817,199.0,189.99
1024,112046,229.0,190.45
1025,112159,113.0,189.07
1026,112370,211.0,189.5
1027,112567,197.0,189.41
1028,113067,500.0,193.23
1029,113194,127.0,193.0
1030,113455,261.0,193.68
1031,113627,172.0,193.91
1032,113822,195.0,192.78
1033,114066,244.0,193.16
1034,114321,255.0,193.87
1035,114514,193.0,194.58
1036,114817,303.0,196.31
1037,115142,325.0,197.96
1038,115478,336.0,199.88
1039,115695,217.0,200.16
1040,115824,129.0,200.07
1041,116100,276.0,200.69
1042,116332,232.0,201.15
1043,116585,253.0,201.18
1044,116856,271.0,202.42
1045,117009,153.0,202.39
1046,117157,148.0,202.81
1047,117369,212.0,204.28
1048,117454,85.0,203.41
1049,117693,239.0,204.56
1050,117928,235.0,205.68
1051,118227,299.0,207.7
1052,118367,140.0,205.73
1053,118867,500.0,209.03
1054,119286,419.0,212.88
1055,119507,221.0,212.76
1056,119836,329.0,212.96
1057,120112,276.0,213.71
1058,120458,346.0,215.09
1059,120946,488.0,218.55
1060,121084,138.0,216.82
1061,121252,168.0,216.82
1062,121621,369.0,219.21
1063,121923,302.0,219.74
1064,122058,135.0,217.93
1065,122315,257.0,218.89
1066,122478,163.0,219.43
1067,122632,154.0,219.03
1068,122794,162.0,216.65
1069,122890,96.0,216.02
1070,123023,133.0,212.79
1071,123227,204.0,213.97
1072,123417,190.0,214.84
