episode,step,reward,mean_100
836,59588,25.0,151.51
837,59826,238.0,153.38
838,60002,176.0,153.96
839,60240,238.0,155.79
840,60260,20.0,154.74
841,60424,164.0,153.84
842,60559,135.0,153.41
843,60701,142.0,152.01
844,60880,179.0,152.18
845,61085,205.0,153.53
846,61125,40.0,152.32
847,61267,142.0,152.19
848,61590,323.0,153.68
849,61733,143.0,154.54
850,61916,183.0,153.98
851,62074,158.0,154.58
852,62297,223.0,156.11
853,62342,45.0,154.55
854,62457,115.0,151.72
855,62618,161.0,151.83
856,62759,141.0,151.27
857,62796,37.0,148.98
858,62981,185.0,148.32
859,63112,131.0,148.18
860,63327,215.0,149.53
861,63541,214.0,150.77
862,63664,123.0,150.86
863,63869,205.0,151.85
864,64040,171.0,151.54
865,64189,149.0,151.9
866,64303,114.0,152.75
867,64435,132.0,152.37
868,64623,188.0,152.54
869,64699,76.0,151.61
870,64865,166.0,152.16
871,65075,210.0,152.96
872,65290,215.0,153.83
873,65363,73.0,152.85
874,65468,105.0,151.33
875,65672,204.0,153.05
876,65809,137.0,153.13
877,65979,170.0,150.52
878,66195,216.0,149.74
879,66538,343.0,151.86
880,66566,28.0,150.06
881,66662,96.0,150.47
882,67093,431.0,153.7
883,67202,109.0,152.2
884,67273,71.0,151.09
885,67460,187.0,150.69
886,67749,289.0,153.39
887,67949,200.0,154.91
888,68070,121.0,153.32
889,68247,177.0,153.51
890,68423,176.0,154.95
891,68643,220.0,154.26
892,68681,38.0,151.58
893,68997,316.0,153.76
894,69221,224.0,154.93
895,69354,133.0,155.12
896,69483,129.0,155.03
897,69665,182.0,154.8
898,69766,101.0,155.37
899,70042,276.0,156.89
900,70104,62.0,155.78
901,70220,116.0,156.21
902,70452,232.0,156.37
903,70669,217.0,157.01
904,70820,151.0,158.15
905,71056,236.0,159.75
906,71253,197.0,159.89
907,71271,18.0,159.76
908,71515,244.0,160.69
909,71703,188.0,161.86
910,71960,257.0,164.04
911,72071,111.0,164.64
912,72268,197.0,165.24
913,72383,115.0,165.16
914,72597,214.0,165.23
915,72686,89.0,165.8
916,72780,94.0,164.59
917,72883,103.0,163.66
918,73079,196.0,163.56
919,73193,114.0,162.48
920,73363,170.0,162.68
921,73451,88.0,161.88
922,73580,129.0,161.23
923,73783,203.0,160.56
924,74060,277.0,160.99
925,74316,256.0,162.22
926,74707,391.0,164.97
927,74820,113.0,164.46
928,74886,66.0,163.82
929,75033,147.0,163.57
930,75243,210.0,163.82
931,75384,141.0,163.65
932,75540,156.0,164.18
933,75713,173.0,164.31
934,75854,141.0,164.64
935,76011,157.0,164.48
936,76330,319.0,167.42
937,76456,126.0,166.3
938,76499,43.0,164.97
939,76542,43.0,163.02
940,76700,158.0,164.4
941,76890,190.0,164.66
942,77155,265.0,165.96
943,77412,257.0,167.11
944,77588,176.0,167.08
945,77869,281.0,167.84
946,77955,86.0,168.3
947,78197,242.0,169.3
948,78259,62.0,166.69
949,78454,195.0,167.21
950,78572,118.0,166.56
951,78849,277.0,167.75
952,79098,249.0,168.01
953,79265,167.0,169.23
954,79418,153.0,169.61
955,79663,245.0,170.45
956,79779,116.0,170.2
957,80022,243.0,172.26
958,80039,17.0,170.58
959,80170,131.0,170.58
960,80230,60.0,169.03
961,80403,173.0,168.62
962,80611,208.0,169.47
963,80759,148.0,168.9
964,81089,330.0,170.49
965,81241,152.0,170.52
966,81520,279.0,172.17
967,81648,128.0,172.13
968,81983,335.0,173.6
969,82161,178.0,174.62
970,82446,285.0,175.81
971,82666,220.0,175.91
972,82873,207.0,175.83
973,83031,158.0,176.68
974,83282,251.0,178.14
975,83456,174.0,177.84
976,83578,122.0,177.69
977,83729,151.0,177.5
978,83791,62.0,175.96
979,83933,142.0,173.95
980,84145,212.0,175.79
981,84392,247.0,177.3
982,84509,117.0,174.16
983,84769,260.0,175.67
984,84974,205.0,177.01
985,85474,500.0,180.14
986,85938,464.0,181.89
987,86100,162.0,181.51
988,86215,115.0,181.45
989,86335,120.0,180.88
990,86706,371.0,182.83
991,86903,197.0,182.6
992,87139,236.0,184.58
993,87604,465.0,186.07
994,87787,183.0,185.66
995,87900,113.0,185.46
996,88054,154.0,185.71
997,88136,82.0,184.71
998,88289,153.0,185.23
999,88333,44.0,182.91
1000,88466,133.0,183.62
1001,88705,239.0,184.85
1002,88975,270.0,185.23
1003,89248,273.0,185.79
1004,89583,335.0,187.63
1005,89896,313.0,188.4
1006,90175,279.0,189.22
1007,90351,176.0,190.8
1008,90516,165.0,190.01
1009,90759,243.0,190.56
1010,90983,224.0,190.23
1011,91180,197.0,191.09
1012,91516,336.0,192.48
1013,91795,279.0,194.12
1014,91910,115.0,193.13
1015,92017,107.0,193.31
1016,92216,199.0,194.36
1017,92607,391.0,197.24
1018,92767,160.0,196.88
1019,93176,409.0,199.83
1020,93300,124.0,199.37
1021,93552,252.0,201.01
1022,93679,127.0,200.99
1023,94004,325.0,202.21
1024,94188,184.0,201.28
1025,94596,408.0,202.8
1026,94702,106.0,199.95
1027,94934,232.0,201.14
1028,95126,192.0,202.4
1029,95373,247.0,203.4
1030,95519,146.0,202.76
1031,95761,242.0,203.77
1032,95994,233.0,204.54
1033,96123,129.0,204.1
1034,96325,202.0,204.71
1035,96407,82.0,203.96
1036,96499,92.0,201.69
1037,96749,250.0,202.93
1038,96787,38.0,202.88
1039,96980,193.0,204.38
1040,97326,346.0,206.26
1041,97654,328.0,207.64
1042,98069,415.0,209.14
1043,98249,180.0,208.37
1044,98560,311.0,209.72
1045,98924,364.0,210.55
1046,99127,203.0,211.72
1047,99282,155.0,210.85
1048,99581,299.0,213.22
1049,99708,127.0,212.54
1050,99865,157.0,212.93
1051,100186,321.0,213.37
1052,100438,252.0,213.4
1053,100789,351.0,215.24
1054,101001,212.0,215.83
1055,101124,123.0,214.61
1056,101238,114.0,214.59
1057,101528,290.0,215.06
1058,102028,500.0,219.89
1059,102347,319.0,221.77
1060,102446,99.0,222.16
1061,102682,236.0,222.79
1062,102839,157.0,222.28
1063,103084,245.0,223.25
1064,103257,173.0,221.68
1065,103585,328.0,223.44
1066,103742,157.0,222.22
1067,103896,154.0,222.48
1068,104014,118.0,220.31
1069,104260,246.0,220.99
1070,104404,144.0,219.58
1071,104624,220.0,219.58
1072,104720,96.0,218.47
